XcoordonneeLambertAbscisseEtablissement;YcoordonneeLambertAbscisseEtablissement;long;lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
;;45.58294789252067;4.994648744772994;672039971;3740;1;4.20562130177515;DANONE PRODUITS FRAIS FRANCE
