X long;Y lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
5,693989;45,190881;344857727;3291;0.0704388833083984;1.21886336154776;A D N ALPES DAUPHINE NETTOYAGE
5,703642;45,158226;381332295;904;0.0693391758517132;1.21532990912683;ALPILINK
5,828161;45,196923;193822681;2415;0.0690505775852956;1.21440261865794;COLLEGE LA MOULINIERE
5,625171;45,256959;339963886;671;0.0690050865913441;1.21425645227366;TOUTENVERT
5,680481;45,190805;339918492;669;0.0689601048438817;1.21411192214112;LASER RHONE-ALPES
5,589588;45,367883;356000000;820;0.0686163535430555;1.21300742034046;LA POSTE
5,693992;45,162144;56502438;19;0.0682476236106171;1.21182266009852;ETS DOUCET
5,675473;45,23444;263800211;3604;0.0680890442559411;1.21131313131313;CENTRE HOSPITALIER ALPES ISERE
5,688859;45,168977;702021114;3562;0.0676088151750329;1.20977011494253;DERICHEBOURG PROPRETE
;;58503327;3138;0.0675574352505909;1.20960502692998;STEPAN EUROPE SA
5,790283;45,185325;213801798;214;0.067412570278107;1.20913956360642;COMMUNE DE GIERES
6,020173;45,432431;213803141;3202;0.0672374844235881;1.20857699805068;COMMUNE DE PONTCHARRA
5,728242025;45,15007504;521504506;1637;0.0670996023263806;1.20813397129187;SINCRONE IT
5,757152;45,192394;775666704;1870;0.0670669937136104;1.20802919708029;FRANCE HORIZON
5,490709;45,363221;312138696;3256;0.0669859336706341;1.20776874435411;ACIERIES ET LAMINOIRS DE RIVES
5,680709;45,202556;393135298;998;0.06655627233252;1.20638820638821;CS GROUP - FRANCE
5,598834;45,361574;193800927;3174;0.0658047524646322;1.20397350993377;LYCEE POLYVALENT FERDINAND BUISSON
;;500569405;1543;0.0652803362374157;1.20228851655088;DECATHLON FRANCE
5,75391;45,192551;183801562;119;0.0652546182050713;1.20220588235294;CENTRE REGIONAL OEUVRES UNIV SCOLAIRES
5,728209;45,149454;537908618;2949;0.0651184892994631;1.20176848874598;DAUPHINE SAVOIE MAINTENANCE SERVICES
5,58559;45,529463;653620161;2972;0.0650803956139431;1.20164609053498;ENTREPRISE GILLET
5,710252;45,156705;562036624;3427;0.0648185719068166;1.20080482897384;PONTICELLI FRERES
5,885544;45,271248;57504599;3577;0.0637107954176322;1.19724545007378;TEISSEIRE-FRANCE SAS
5,516935;45,321162;421575820;2783;0.0629587852386671;1.19482917820868;HABITAT ET HUMANISME SOIN
5,817567;45,19179;422401620;1198;0.0628546505903516;1.19449458483755;SARL BG PAYSAGE
;;263800211;2496;0.062784867857081;1.19427036705461;CENTRE HOSPITALIER ALPES ISERE
5,694929;45,180028;835275090;2137;0.0621388671565291;1.19219471254721;BLOCKCHAIN PROCESS SECURITY
;;300961018;394;0.0620966592834965;1.19205909510619;DSV AIR & SEA SAS
5,880727;45,283068;356000000;824;0.0618537146387127;1.19127849355798;LA POSTE
5,773328;45,203964;421789447;1194;0.0613640848417222;1.18970527189705;POLYNOTES
5,754761;45,156231;312261555;483;0.0603835159989082;1.18655462184874;PATRUNO DECORATION
5,680666;45,112878;441579166;1330;0.0598593331221747;1.18487037824054;IMPRIMERIE DU PONT DE CLAIX
5,789202;45,210698;781452511;3055;0.059359259074931;1.18326359832636;MACIF
;;779593243;1935;0.0589890680882905;1.18207414359456;ASSOCIATION DU BON ACCUEIL
5,673626;45,221929;409101706;1113;0.0580765468606333;1.17914213624895;UPERGY
5,713459;45,186552;263810061;374;0.0580455663575729;1.17904259329061;CENTRE COMMUNAL D'ACTION SOCIALE
;;390817062;970;0.0577148993584723;1.17798013245033;FOOTBALL CLUB D'ECHIROLLES
5,707438;45,138649;702000522;2977;0.0577148993584723;1.17798013245033;CHUBB FRANCE
5,710554056;45,15175596;433923703;1268;0.0576175277951876;1.17766726943942;GSA PREMIUM AUTOMOBILES
5,720807;45,182231;339833139;667;0.0573696285360984;1.17687074829932;ASS TRAVAIL ET PARTAGE INTERMEDIAIRE
5,732513;45,159682;891067803;2215;0.0568846220341316;1.17531238167361;EUROBLE
5,724604;45,074701;343096087;2638;0.0565658621721833;1.17428817946506;CIC ORIO
5,626337;45,294918;314406836;497;0.0562394645899406;1.17323943661972;SOCIETE PERINO ET BORDONE
5,869577;45,260521;340043926;674;0.0559989785896498;1.17246673490276;40-30
;;400076576;2737;0.0557130795122261;1.17154811715481;ATM GROUP SECURITE
5,584106;45,366658;779650597;1945;0.0556717871031816;1.17141544117647;MAISON DES JEUNES ET DE LA CULTURE
5,779831;45,181138;400779997;1056;0.0555588707901193;1.17105263157895;AVERI TP
5,750545;45,198661;749838454;1804;0.055068450459157;1.16947686986597;HIPPOCRATE PHI IV
;;854800745;3677;0.0547355742676554;1.16840731070496;AXIMA CONCEPT
5,703199;45,172794;450214416;2860;0.0538361053038387;1.16551724137931;CABESTAN
5,756073;45,162026;313350613;495;0.0529037298767249;1.16252144082333;COMPTOIR GENERAL POUR LA FERMETURE
5,690258;45,224365;794942540;1996;0.052701621019199;1.16187204808931;C.T.D EXPRESS
5,743223;45,163574;775595846;1853;0.0522593510080904;1.16045099739809;MUTUALITE FRANCAISE ISERE SERVICES SOINS ET ACCOMPAGNEMENT MUTUALISTE
5,595045;45,366187;847632957;2152;0.0520667785881991;1.15983224603914;EVIDENCE
5,672716;45,119863;263801128;364;0.0519107726681957;1.15933098591549;CENTRE COMMUNAL D'ACTION SOCIALE
5,748919;45,158751;387477466;945;0.0502037422608863;1.15384615384615;P.M.P.
5,594499;45,316411;612039495;3432;0.0499624984669195;1.15307101727447;THALES AVS FRANCE SAS
5,767077;45,187349;384688750;2702;0.0491623949533058;1.15050021748586;ESPACES VERTS DU DAUPHINE
;;403846066;2744;0.0491203001986388;1.15036496350365;ISADORIN
;;341017390;683;0.0489467467736324;1.14980732177264;DIPLEX
5,924102;45,273074;213801756;2463;0.0488549774946172;1.14951245937161;COMMUNE DE FROGES
;;388577660;956;0.0488192271032221;1.14939759036145;CERFRANCE DAUPHINE PROVENCE
5,703105;45,134221;444548440;2847;0.0484967305200512;1.14836138175376;SUEZ RR IWS CHEMICALS FRANCE
5,750545;45,198661;909454928;2252;0.0483025165050617;1.14773735581189;FORMA AURA
;;954506127;2266;0.0479323202608543;1.14654788418708;PAPREC GRAND EST
5,681622;45,086814;213805245;3218;0.0476954787605296;1.14578689255461;COMMUNE DE VARCES ALLIERES ET RISSET
5,896992;45,275142;200018166;3684;0.0470635829480221;1.14375655823715;COMMUNAUTE DE COMMUNES LE GRESIVAUDAN
5,504139;45,295665;410140669;2752;0.0465017119444937;1.1419512195122;SMOC INDUSTRIES
5,74982;45,173831;955503982;2268;0.0460467364106251;1.14048934490923;DESAUTEL
;;398091595;1022;0.0458487819911186;1.1398533007335;ERTIP
5,782504;45,214141;193828639;3185;0.0458039099079853;1.13970912296166;LYCEE POLYVALENT GRESIVAUDAN
