XcoordonneeLambertAbscisseEtablissement;YcoordonneeLambertAbscisseEtablissement;long;lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
861730,1517;6510422,081;5,077668;45,674206;491671335;1491;0.336523794265511;2.07381652848355;SPEED MOVE
862870,4207;6508380,247;5,091615;45,655555;632049128;3437;0.336523794265511;2.07381652848355;COLAS RAIL
857011,2262;6503455,683;5,01479;45,612597;213805195;300;0.336357317951087;2.07328162610324;COMMUNE DE VALENCIN
859629,5323;6503072,484;5,048246;45,608541;388942336;961;0.336357317951087;2.07328162610324;SA G.RAY.FF
859629,53;6503072,48;5,048245969;45,60854096;440478428;1323;0.336357317951087;2.07328162610324;SFG FAURE SERVICE FONCTION GESTION
;;;;485720627;1459;0.336357317951087;2.07328162610324;ARCELORMITTAL CONSTRUCTION FRANCE
858535,9382;6503032,988;5,034207;45,60844;499964039;1534;0.336357317951087;2.07328162610324;ACTION NET SERVICE
863179,9547;6501963,286;5,093404;45,597718;539332478;1706;0.336357317951087;2.07328162610324;RENOV' HABITAT DIEMOZ
862686,7452;6497181,857;5,08546;45,554795;193800067;125;0.336274079793874;2.07301417491308;COLLEGE DE PERANCHE
862154,6264;6497288,579;5,078678;45,555882;213803893;272;0.336274079793874;2.07301417491308;COMMUNE DE SAINT GEORGES D ESPERANCHE
860656,4944;6500876,303;5,060682;45,588531;300560588;390;0.336274079793874;2.07301417491308;MESSER FRANCE
860576,64;6500564,61;5,059553947;45,58574399;317803278;515;0.336274079793874;2.07301417491308;VERGNAUD
860835,46;6500716,79;5,062923042;45,58705304;322214412;549;0.336274079793874;2.07301417491308;MAFDEL
862154,6264;6497288,579;5,078678;45,555882;333372183;626;0.336274079793874;2.07301417491308;ASSOC FAMILIALE RURALE
860699,2935;6500808,433;5,061208;45,58791;633620323;1756;0.336274079793874;2.07301417491308;CHARLES LAUZIER
860699,2935;6500808,433;5,061208;45,58791;349762856;2658;0.336274079793874;2.07301417491308;GXO LOGISTICS GEL FRANCE
860576,64;6500564,61;5,059553947;45,58574399;423538776;2788;0.336274079793874;2.07301417491308;MERLIN ETUDE DEVELOPPEMENT THERMIQUE
860367,4405;6500615,59;5,056889;45,586252;503115347;2923;0.336274079793874;2.07301417491308;ALPHALOG
;;;;779744937;1946;0.336026011707132;2.07221711131555;ROSERAIES MEILLAND RICHARDIER
893427,5863;6479914,92;5,472357;45,391389;329338883;3275;0.335958440701726;2.072;COLAS FRANCE
860783,0109;6505372,42;5,063811;45,628974;213801897;233;0.334942269278478;2.06873495587055;COMMUNE D HEYRIEUX
860841,5347;6505420,497;5,064578;45,629393;326069143;569;0.334942269278478;2.06873495587055;ASSOCIATION POUR LA GESTION ET L'ANIMATION DU CENTRE SOCIAL ET CULTUREL D'HEYRIEUX
859193,26;6506428,96;5,043765047;45,63885701;378288047;857;0.334942269278478;2.06873495587055;LIODE
860813,8793;6505381,226;5,06421;45,629046;378437578;859;0.334942269278478;2.06873495587055;AMMR HEYRIEUX
859842,4737;6506263,836;5,052041;45,637219;382972537;917;0.334942269278478;2.06873495587055;EDEL TECHNIQ APPLICAT MATIERE PLASTIQUE
861134,7534;6505328,081;5,068309;45,628492;392717799;997;0.334942269278478;2.06873495587055;LA FABRIQUE MUSICALE
859842,4737;6506263,836;5,052041;45,637219;418894630;1168;0.334942269278478;2.06873495587055;TRANSPORTS JAMMET
859948,3198;6506266,144;5,0534;45,637215;443485719;1341;0.334942269278478;2.06873495587055;TERAMAT
861574,2028;6505665,882;5,074061;45,631429;444608442;1350;0.334942269278478;2.06873495587055;ENEDIS
859549,135;6506351,422;5,048306;45,638076;530336833;1670;0.334942269278478;2.06873495587055;KRATOS SAFETY
859352,4331;6506357,874;5,045784;45,63818;793369364;1985;0.334942269278478;2.06873495587055;TPS RHONE-ALPES
;;;;958508988;2275;0.334942269278478;2.06873495587055;SOCAREL SA
859750,6506;6505670,677;5,050665;45,631901;193800380;2357;0.334942269278478;2.06873495587055;COLLEGE JACQUES PREVERT
861134,7534;6505328,081;5,068309;45,628492;243801255;2482;0.334942269278478;2.06873495587055;COLLINES ISERE NORD COMMUNAUTE
;;;;385019070;2703;0.334942269278478;2.06873495587055;SAINT GOBAIN WEBER FRANCE
859159,78;6506430,87;5,043336048;45,63888201;412222432;2760;0.334942269278478;2.06873495587055;BEFA
860848,0123;6505497,652;5,064687;45,630086;489814681;2896;0.334942269278478;2.06873495587055;KALISERVICES
859232,5258;6505974,733;5,044118;45,634759;253804710;3228;0.334942269278478;2.06873495587055;SYNDICAT MIXTE NORD DAUPHINE
861117,7619;6505164,444;5,068036;45,627023;263800856;3249;0.334942269278478;2.06873495587055;EHPAD LES COLOMBES
859842,4737;6506263,836;5,052041;45,637219;955510029;3507;0.334942269278478;2.06873495587055;FIDUCIAL BUREAUTIQUE
860381,4841;6505658,324;5,058755;45,631642;778125989;1894;0.334298560862704;2.06666666666667;FILATEXOR
850741,234;6492923,884;4,931061;45,519201;499648384;1531;0.334238594105513;2.06647398843931;CARRE D'EBENE
908254,5781;6429016,852;5,639993;44,929017;421437849;1188;0.333532564949832;2.06420545746388;DE CLERMONT SAS
903471,7286;6450973,646;5,588527;45,128029;880699111;2187;0.3334186655992;2.06383948928409;REGIE D'EXPLOITATION DES MONTAGNES DE LANS
838235,5441;6483308,708;4,768156;45,435281;439436569;1302;0.329588779110878;2.05153374233129;ADISSEO FRANCE S.A.S.
;;;;433773819;1267;0.329551475204833;2.05141388174807;TRANSPORTS P O SCANDEX
859629,5323;6503072,484;5,048246;45,608541;342589892;3286;0.32872328419252;2.04875283446712;CARS FAURE
878880,9935;6505829,534;5,296163;45,62859;960200053;3125;0.328720144575856;2.04874274661509;XELLA THERMOPIERRE
;;;;775572829;3452;0.326793784994786;2.04255319148936;ETS CARNIEL SONAPLAST
919721,0612;6426950,032;5,78431;44,906874;349120600;765;0.32536882755151;2.0379746835443;MAITRE MURIEL GIRARDOT, MAITRE JULIEN MATHIEU, MAITRE TIPHAINE CHAVIGNY-ROCHE ET MAITRE CLEMENT MATHIEU
886386,8881;6527870,489;5,401053;45,824968;441923844;2840;0.325351754579785;2.03791982665222;GUINET.DERRIAZ 1912
;;;;802274415;3068;0.325245458400398;2.03757828810021;LUNEA
837858,3091;6485309,412;4,763904;45,453368;723680419;1799;0.32439087862251;2.03483245149912;ETABLISSEMENTS GUILLON
885173,9136;6487266,82;5,369744;45,459837;429053523;1231;0.32425512812122;2.03439627373701;BTP CHARVET
938205,6042;6444119,09;6,026662;45,055232;193800075;2347;0.32398011047739;2.03351261894911;COLLEGE DES SIX VALLEES
941308,82;6448282,939;6,068107;45,091617;844797944;2149;0.32376439057652;2.03281949278966;ROYAL OURS BLANC 2
858550,8925;6476851,028;5,025782;45,372755;390751196;2714;0.323627904754706;2.03238095238095;DOMALANE
918995,82;6429338,59;5,77619104;44,92859599;200040657;2444;0.322061181437262;2.02734693877551;COMMUNAUTE DE COMMUNES DE LA MATHEYSINE
863508,1065;6506840,903;5,099275;45,641546;955513403;3123;0.321985083977971;2.02710243124751;FOURS INDUSTRIELS BMI
840481,2814;6476758,705;4,794967;45,37586;213802986;2466;0.320396769527998;2.02199904351985;COMMUNE DU PEAGE DE ROUSSILLON
856071,7038;6487967,582;4,997712;45,473391;831671482;2126;0.320086773556891;2.02100300042863;CDEP - DR JULIETTE LE FUR ET ASSOCIES
840202,4616;6472765,217;4,790249;45,339967;398827113;2731;0.319478205157151;2.01904761904762;EIFFAGE ROUTE CENTRE EST
883755,6979;6510685,288;5,360562;45,671002;824350540;2103;0.317853455050172;2.01382716049383;LEO LAGRANGE PETITE ENFANCE AURA SUD
851771,0758;6492034,581;4,943968;45,510968;423886563;1211;0.317152232664474;2.01157407407407;JULLIEN
;;;;200056224;160;0.317046065477845;2.01123294998663;COMMUNE DE AUTRANS-MEAUDRE EN  VERCORS
;;;;775761844;1889;0.317046065477845;2.01123294998663;OXANCE
;;;;801252719;2017;0.317046065477845;2.01123294998663;OVE
;;;;305818437;2548;0.317046065477845;2.01123294998663;PREFELECTRIQUE
;;;;57505539;2299;0.316638169779927;2.00992234685073;VICAT
860708,0141;6473128,136;5,052095;45,338742;213800345;2452;0.316474883180768;2.00939769329346;COMMUNE DE BEAUREPAIRE
900820,7879;6444570,66;5,552194;45,071184;57500050;22;0.316380160220147;2.00909334046537;SA GRAND HOTEL PARIS MAGDELEN PERE FILS
900937,4502;6446087,563;5,554299;45,084801;356000000;817;0.316380160220147;2.00909334046537;LA POSTE
900888,3873;6444467,17;5,55301;45,070233;378606818;861;0.316380160220147;2.00909334046537;ADMR 4 MONTAGNES
900888,3873;6444467,17;5,55301;45,070233;381535434;908;0.316380160220147;2.00909334046537;LA REVOLA RESIDENCE POUR PERSONNES AGEES (RPA)
;;;;482645058;1447;0.316380160220147;2.00909334046537;VFD
;;;;491934055;1492;0.316380160220147;2.00909334046537;PALEOTIME
899266,4611;6445584,237;5,532867;45,080756;779641992;1943;0.316380160220147;2.00909334046537;SOCIETE COOPERATIVE VERCORS LAIT
901097,3077;6443632,299;5,55532;45,062659;193800976;2368;0.316380160220147;2.00909334046537;LYCEE CLIMATIQUE ET SPORTIF J.PREVOST
;;;;383491750;2699;0.316380160220147;2.00909334046537;VILLANS
900810,3619;6444717,78;5,552122;45,072511;404104374;2745;0.316380160220147;2.00909334046537;OFFICE MUNICIPAL DE TOURISME
901189,4266;6444104,658;5,556684;45,066883;775595903;3014;0.316380160220147;2.00909334046537;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
;;;;58504135;3139;0.316380160220147;2.00909334046537;STE EQUIP DE VILLARD&CORRENCON
900809,4207;6444520,399;5,552029;45,070735;213805484;3221;0.316380160220147;2.00909334046537;COMMUNE DE VILLARD DE LANS
901009,9804;6444471,548;5,554556;45,070237;243801024;3225;0.316380160220147;2.00909334046537;CC DU MASSIF DU VERCORS
917230,1651;6416749,757;5,748274;44,815879;193800398;126;0.315631016805237;2.00668627975395;COLLEGE DU TRIEVES
;;;;321057275;543;0.315631016805237;2.00668627975395;TERRE VIVANTE
;;;;490782265;1483;0.315631016805237;2.00668627975395;CARRIAGE
916685,0192;6416495,409;5,741271;44,813761;900548066;2233;0.315631016805237;2.00668627975395;PEP'S TRIEVES
917068,9018;6416730,586;5,746227;44,815757;263800120;2489;0.315631016805237;2.00668627975395;EHPAD INTERCOMMUNAL DE MENS
862298,0267;6503860,5;5,082737;45,615006;789139789;1966;0.315542163863417;2.00640078778927;COLRUYT RETAIL FRANCE
;;;;341971117;2635;0.315410517434039;2.00597779675491;DAUPHIBLANC RHONE-ALPES
883165,3596;6453610,823;5,331342;45,157458;398394585;1029;0.315259381467079;2.00549218419941;BOUYOUD
907930,8783;6427558,909;5,635276;44,915995;200002624;151;0.315214826019175;2.00534902380316;CIAS DE LA COMMUNAUTE DE COMMUNES DU TRIEVES
908254,5781;6429016,852;5,639993;44,929017;489296632;1474;0.315214826019175;2.00534902380316;G.M.C.
907808,597;6426971,064;5,633479;44,910742;352224505;2666;0.315214826019175;2.00534902380316;ENTREPRISE PELISSARD
907837,9754;6426798,238;5,633778;44,909178;200030658;3189;0.315214826019175;2.00534902380316;COMMUNAUTE DE COMMUNES DU TRIEVES
877955,7654;6512160,839;5,286646;45,68582;402941801;1073;0.314910755310536;2.0043720190779;MANCIPOZ TRANSPORTS
840879,1877;6475187,698;4,799592;45,361636;420611386;3354;0.314314436521635;2.00245599672534;ELKEM SILICONES FRANCE SAS
;;;;415230507;1159;0.314211123770888;2.00212404418012;GARAGE CHRISTIAN REY
;;;;751293382;1811;0.314156153371165;2.00194741966894;TRANSPORTS PALAZZI
884403,981;6506537,398;5,367288;45,633493;263800203;3237;0.313673762187258;2.00039745627981;MAISON RETRAITE PUBLIQUE INTERCOMMUNALE
919597,2973;6428649,948;5,783502;44,922209;65501850;55;0.313284623668264;1.99914712153518;CARRON ET CIE
;;;;56500382;2291;0.312746203719141;1.99741713301765;DEPAGNE
883752,0389;6510706,066;5,360523;45,67119;349674192;770;0.312657441068573;1.99713193116635;PERRIOL TP
;;;;339609661;663;0.312467966831171;1.99652313452795;IDVERDE
853529,4739;6472237,949;4,960188;45,332371;477632095;1409;0.312467966831171;1.99652313452795;DUARIG TRANSPORTS
877842,3935;6499119,498;5,280352;45,568464;323837039;2583;0.312278708831562;1.99591503267974;LES MOULINS DU BION
942273,5849;6444229,746;6,078353;45,054812;897901245;2223;0.311968537887898;1.994918427387;SKW AURIS
;;;;356000000;822;0.311385870787412;1.9930462690559;LA POSTE
;;;;514717990;1614;0.311385870787412;1.9930462690559;OISANS TOURISME
938335,3141;6444243,324;6,028369;45,056305;263800054;2486;0.311385870787412;1.9930462690559;MAISON RETRAITE INTERCOMMUNAL
;;;;243800745;3223;0.311385870787412;1.9930462690559;COMMUNAUTE DE COMMUNES DE L'OISANS
850215,224;6493618,214;4,924542;45,525567;956512495;3716;0.310814543763478;1.99121054734319;CALOR S A
861079,1632;6472682,754;5,056684;45,334646;302077169;403;0.310636727372502;1.99063920834448;FUNECAP SUD EST
861091,6007;6472376,792;5,056741;45,331889;306016270;441;0.310636727372502;1.99063920834448;S.M.B
;;;;403919046;1082;0.310636727372502;1.99063920834448;CENTRE DE L ILE DU BATTOIR
860087,9948;6473510,987;5,044308;45,342333;418668083;1166;0.310636727372502;1.99063920834448;FIGUET SARL
861440,971;6472468,113;5,06123;45,332629;431507953;1245;0.310636727372502;1.99063920834448;MAUFFREY TRANSPORT OXYANE
860537,88;6472701;5,049781967;45,33493696;693680076;1773;0.310636727372502;1.99063920834448;ETABLISSEMENTS SARRAZIN ET CIE
859268,493;6472383,554;5,033477;45,332375;723680120;1798;0.310636727372502;1.99063920834448;TRANSPORTS JEAN BOURGET
861144,669;6472379,063;5,057419;45,331897;775595945;1863;0.310636727372502;1.99063920834448;ASSOC DAUPHINOISE FORMATION INDUSTRIE
861377,52;6472431,351;5,060408;45,332313;775596885;1864;0.310636727372502;1.99063920834448;OXYANE
861181,007;6473227,436;5,058165;45,339525;779481720;1899;0.310636727372502;1.99063920834448;OGEC LUZY DUFEILLANT
861621,2674;6472207,53;5,063444;45,330241;998893002;2284;0.310636727372502;1.99063920834448;ENTREPRISE JEAN PERRAUD ET FILS
861268,03;6472182,865;5,058928;45,330102;334238714;2613;0.310636727372502;1.99063920834448;COPAL
860770,0926;6472150,791;5,052563;45,32993;344844998;2642;0.310636727372502;1.99063920834448;AKWEL SA
860308,0958;6472787,583;5,046878;45,33577;775595903;3013;0.310636727372502;1.99063920834448;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
860308,0958;6472787,583;5,046878;45,33577;775595903;3015;0.310636727372502;1.99063920834448;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
860768,2727;6472139,412;5,052536;45,329828;788059376;3483;0.310636727372502;1.99063920834448;APAJH
;;;;300642881;391;0.310470251058077;1.99010430596416;HOTEL AALBORG
;;;;304971120;429;0.310470251058077;1.99010430596416;LA PATACHE
;;;;322706136;553;0.310470251058077;1.99010430596416;BELAMBRA CLUBS
;;;;325079218;564;0.310470251058077;1.99010430596416;HOTEL CHALET MOUNIER
;;;;411926892;1133;0.310470251058077;1.99010430596416;MMV
;;;;420507071;1180;0.310470251058077;1.99010430596416;COTE BRUNE
;;;;448329938;1366;0.310470251058077;1.99010430596416;LA FARANDOLE
;;;;449045806;1376;0.310470251058077;1.99010430596416;OFFICE DU TOURISME DES DEUX ALPES
;;;;450368949;1388;0.310470251058077;1.99010430596416;SARL UGAR
;;;;509965067;1593;0.310470251058077;1.99010430596416;HOTEL LES MELEZES
;;;;540091154;1713;0.310470251058077;1.99010430596416;TOURA 2600M
;;;;775671860;1871;0.310470251058077;1.99010430596416;CSEC RATP
;;;;850440256;2162;0.310470251058077;1.99010430596416;C'NET MULTISERVICES
;;;;852738053;2169;0.310470251058077;1.99010430596416;M&G SPORTS
;;;;422636472;2786;0.310470251058077;1.99010430596416;VILLAGES CLUBS DU SOLEIL
;;;;200064434;3192;0.310470251058077;1.99010430596416;COMMUNE DE LES DEUX ALPES
;;;;775595960;3669;0.310470251058077;1.99010430596416;SATA GROUP
941515,953;6448900,187;6,071043;45,097098;59500322;35;0.310387012900865;1.989836854774;HOTEL AU CHAMOIS D'OR
;;;;319881827;533;0.310387012900865;1.989836854774;FRANCE DENEIGEMENT
941203,3334;6448157,023;6,066705;45,090521;348762006;759;0.310387012900865;1.989836854774;SKIBOUND FRANCE
;;;;349003137;762;0.310387012900865;1.989836854774;SARL LE TREMPLIN
941583,7435;6447959,305;6,071439;45,088609;487696080;1464;0.310387012900865;1.989836854774;ODALYS RESIDENCES
941286,041;6448320,065;6,067836;45,091959;794000885;1991;0.310387012900865;1.989836854774;LES VIOLETTES D'HUEZ
941078,9693;6448188,648;6,065141;45,090849;807991120;2039;0.310387012900865;1.989836854774;OFFICE DE TOURISME DE L'ALPE D'HUEZ
941956,7834;6448084,647;6,076239;45,089606;888850799;2209;0.310387012900865;1.989836854774;SNORIK OPPHOLD
941392,3008;6448875,37;6,06946;45,096918;907708333;2246;0.310387012900865;1.989836854774;BESBURRI
;;;;348869975;2651;0.310387012900865;1.989836854774;MARMOTT
;;;;411926892;2758;0.310387012900865;1.989836854774;MMV
;;;;808012645;3072;0.310387012900865;1.989836854774;LODGE & SPA MOUNTAIN
941971,728;6447931,513;6,076353;45,088223;844797316;3094;0.310387012900865;1.989836854774;OPCO PIC BLANC
941156,5633;6448442,852;6,066252;45,093109;479032468;3389;0.310387012900865;1.989836854774;HOTEL GRANDES ROUSSES
;;;;572185684;3656;0.310387012900865;1.989836854774;CLUB MED
941445,4315;6448865,433;6,07013;45,09681;775595960;3668;0.310387012900865;1.989836854774;SATA GROUP
;;;;775682040;1874;0.308286915132823;1.98308906426156;UCPA SPORT VACANCES
907688,1735;6427506,137;5,63218;44,915593;448611871;1370;0.3082116843189;1.98284734133791;ACCOMPAGNER HANDICAP PSYCHIQUE EN ISERE
928412,1635;6447946,592;5,904128;45,092981;213802127;239;0.307757335010324;1.98138747884941;COMMUNE DE LIVET ET GAVET
933051,4006;6417553,022;5,948635;44,817969;263800542;359;0.307140724769587;1.97940625835785;MAISON RETRAITE HOSTACHY
919393,8147;6428222,124;5,780734;44,918424;519526917;2938;0.306974248455163;1.97887135597753;A2S NETTOYAGE & SERVICES
;;;;391472172;986;0.306754028794568;1.97816377171216;CECILLON TRAITEUR
;;;;552081317;2957;0.306666443542516;1.97788235294118;ELECTRICITE DE FRANCE
;;;;702027871;1778;0.306239872429463;1.97651174412794;AREA
847381,9031;6474268,13;4,882347;45,351993;775646615;3021;0.30539272346813;1.97378978336454;ITINOVA
;;;;344477468;3290;0.30539272346813;1.97378978336454;ELIVIA
;;;;391059763;972;0.305309485310918;1.97352233217438;MIG METALLERIE INDUSTRIELLE GIRAUD
920725,7038;6426795,729;5,796961;44,905166;263800153;324;0.305226247153706;1.97325488098422;CENTRE HOSPITALIER FABRICE MARCHIOL - LA MURE
920455,3424;6426809,271;5,793544;44,905374;263800211;339;0.305226247153706;1.97325488098422;CENTRE HOSPITALIER ALPES ISERE
;;;;342048816;692;0.305226247153706;1.97325488098422;LA MURE AMBULANCES ET TAXIS
;;;;356000000;841;0.305226247153706;1.97325488098422;LA POSTE
920208,7334;6427107,176;5,790555;44,908133;387863384;947;0.305226247153706;1.97325488098422;CAFES
;;;;482645058;1446;0.305226247153706;1.97325488098422;VFD
919788,4079;6426943,961;5,78516;44,906798;508109972;1578;0.305226247153706;1.97325488098422;PSD
919483,1851;6429886,761;5,782609;44,933374;538894304;1703;0.305226247153706;1.97325488098422;MURE OPERATION
919483,1851;6429886,761;5,782609;44,933374;752036426;1817;0.305226247153706;1.97325488098422;ATTICORA
919964,6699;6426597,879;5,787237;44,903628;775595903;1860;0.305226247153706;1.97325488098422;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
920402,3988;6426798,84;5,792869;44,905297;779575596;1932;0.305226247153706;1.97325488098422;ORGANISME DE GESTION DES ETABLISSEMENTS CATHOLIQUES DE LA MURE
920402,3988;6426798,84;5,792869;44,905297;779575596;1933;0.305226247153706;1.97325488098422;ORGANISME DE GESTION DES ETABLISSEMENTS CATHOLIQUES DE LA MURE
919925,1296;6426688,726;5,786777;44,904458;820426831;2082;0.305226247153706;1.97325488098422;EASYDOM LA MURE
920638,4838;6427503,141;5,796174;44,911559;954506127;2267;0.305226247153706;1.97325488098422;PAPREC GRAND EST
919769,2802;6426492,181;5,784716;44,902739;193800497;2360;0.305226247153706;1.97325488098422;LYCEE POLYVALENT DE LA MATHEYSINE
920660,5214;6426709,4;5,796097;44,90441;263800153;2491;0.305226247153706;1.97325488098422;CENTRE HOSPITALIER FABRICE MARCHIOL - LA MURE
920426,1026;6427323,025;5,793404;44,910006;410086284;2751;0.305226247153706;1.97325488098422;LAMUREDIS
;;;;418120531;2774;0.305226247153706;1.97325488098422;MERSEN FRANCE LA MURE SAS
;;;;909723306;3111;0.305226247153706;1.97325488098422;DINAC
920725,7038;6426795,729;5,796961;44,905166;263800153;3233;0.305226247153706;1.97325488098422;CENTRE HOSPITALIER FABRICE MARCHIOL - LA MURE
919483,1851;6429886,761;5,782609;44,933374;345032080;3293;0.305226247153706;1.97325488098422;SOLAM
919597,2973;6428649,948;5,783502;44,922209;384533196;3321;0.305226247153706;1.97325488098422;CARRON
837954,8778;6485487,079;4,76519;45,454948;703680348;3445;0.305226247153706;1.97325488098422;COTE SAS
846887,8548;6493724,955;4,881961;45,52725;775544026;1837;0.305062040970841;1.97272727272727;ALFA 3A
;;;;383308939;920;0.305011061860306;1.97256347256347;CHAUX ET CIMENTS DE SAINT HILAIRE DE BRENS
840665,6491;6476253,466;4,797175;45,371274;213802986;253;0.304810056367644;1.97191762503343;COMMUNE DU PEAGE DE ROUSSILLON
;;;;350966081;786;0.304810056367644;1.97191762503343;AUTOMOBILES BONNETON
838645,6653;6482274,285;4,773103;45,425886;351353479;790;0.304810056367644;1.97191762503343;NBTP
841549,0307;6478261,498;4,809045;45,389169;515190031;1616;0.304810056367644;1.97191762503343;LOPEZ PLOMBERIE ELECTRICITE
;;;;623680014;1753;0.304810056367644;1.97191762503343;ETABLISSEMENT BEAUX
840522,0256;6476956,917;4,795545;45,377636;263800161;3234;0.304810056367644;1.97191762503343;MAISON DE RETRAITE BELLEFONTAINE
838116,9272;6484093,959;4,766864;45,442374;390340248;3328;0.304810056367644;1.97191762503343;PRAYON
838148,155;6484588,751;4,767405;45,446822;397846742;3333;0.304810056367644;1.97191762503343;CLAIRIDIS
838017,2784;6484406,314;4,765679;45,445206;439436569;3370;0.304810056367644;1.97191762503343;ADISSEO FRANCE S.A.S.
840677,1316;6475924,474;4,797226;45,36831;779579168;3476;0.304810056367644;1.97191762503343;CENTRE SCOLAIRE JEANNE D ARC AYENCINS
844121,0623;6485966,281;4,844204;45,457993;385152814;943;0.304471529449713;1.9708299096138;SARL RIVOIRE MECANIQUE GENERALE
881128,1501;6509404,289;5,326343;45,660174;530380948;1671;0.304217480863165;1.97001363016811;MTB GROUP
841813,4304;6469339,748;4,80981;45,3088;72500077;74;0.304144151109946;1.96977801551217;COMPAGNIE INDUSTRIELLE DU VERCORS
842535,4141;6470395,442;4,819331;45,318154;213800725;189;0.304144151109946;1.96977801551217;COMMUNE DE CHANAS
