;;X long; Y lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
;;;;333748564;3611;0.168216240382344;1.53303022198449;BRIOCHE PASQUIER CHARANCIEU
;;5,611255;45,354148;213801335;202;0.16804976406792;1.53249531960417;COMMUNE DE COUBLEVIE
;;5,612976;45,352628;263800211;331;0.16804976406792;1.53249531960417;CENTRE HOSPITALIER ALPES ISERE
;;;;377716170;850;0.16804976406792;1.53249531960417;ANTESITE & NOIROT
;;;;383024437;918;0.16804976406792;1.53249531960417;CRECHE HALTE GARDERIE L ENVOL
;;5,607327;45,358861;779501758;1906;0.16804976406792;1.53249531960417;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE COUBLEVIE
;;5,602098;45,353317;193824950;2423;0.16804976406792;1.53249531960417;COLLEGE PLAN MENU
;;5,613342;45,354686;213801335;2460;0.16804976406792;1.53249531960417;COMMUNE DE COUBLEVIE
;;5,602369;45,359331;483902920;2887;0.16804976406792;1.53249531960417;AFG
;;5,598716;45,34922;243800984;3224;0.16804976406792;1.53249531960417;CA DU PAYS VOIRONNAIS
;;5,601053;45,318514;54502190;5;0.167883287753495;1.53196041722386;CHAUVIN
;;;;57500662;23;0.167883287753495;1.53196041722386;SOCIETE LEBON ET VERNAY
;;5,582621;45,3416;213804008;273;0.167883287753495;1.53196041722386;COMMUNE DE SAINT JEAN DE MOIRANS
;;5,605129;45,317247;317854198;517;0.167883287753495;1.53196041722386;RAVANAT CHAUDRONNERIE
;;;;326521002;575;0.167883287753495;1.53196041722386;SOCIETE D'EXPLOITATION PROVENCIA
;;;;779600477;1936;0.167883287753495;1.53196041722386;OGEC SACRE COEUR
;;5,605129;45,317247;793603382;1987;0.167883287753495;1.53196041722386;GDLP
;;;;56501273;2292;0.167883287753495;1.53196041722386;EMBOUTISSAGE DU MAIL
;;5,60098;45,319491;313002214;2566;0.167883287753495;1.53196041722386;MECANIQUE GENERALE FONTAINOISE
;;5,586655;45,325507;779463223;3031;0.167883287753495;1.53196041722386;LA BOITE A OUTILS
;;5,599576;45,320996;60500147;3142;0.167883287753495;1.53196041722386;ETS RICHARD PONTVERT ET CIE
;;5,605247;45,317883;348381773;3297;0.167883287753495;1.53196041722386;C.E.T.U.P. - COMPAGNIE EUROPEENNE DE TRANSPORTS UNIQUES PERSONNALISES
;;5,604645;45,318244;402120208;3344;0.167883287753495;1.53196041722386;AUTOMATIQUE ET INDUSTRIE
;;;;775761844;3469;0.167883287753495;1.53196041722386;OXANCE
;;5,605494;45,315614;56502958;3575;0.167883287753495;1.53196041722386;SKIS ROSSIGNOL - CLUB ROSSIGNOL
;;5,497382;45,345447;70500194;68;0.167550335124646;1.53089061246323;AUTO DAUPHINE RIVES
;;5,491646;45,353342;333401255;627;0.167550335124646;1.53089061246323;GARAGE POIDS LOURDS DE LA GARE - SAS PERENON
;;5,504839;45,350511;356000000;837;0.167550335124646;1.53089061246323;LA POSTE
;;5,485351;45,35253;388190175;951;0.167550335124646;1.53089061246323;EUROCLEAN
;;;;482286424;1442;0.167550335124646;1.53089061246323;KING JOUET LOGISTIQUE
;;5,502766;45,349136;498625326;1526;0.167550335124646;1.53089061246323;O2 BIEVRE ISERE
;;5,493587;45,359684;505112417;1571;0.167550335124646;1.53089061246323;LUMENSOL
;;5,50385;45,350241;193822665;2414;0.167550335124646;1.53089061246323;COLLEGE ROBERT DESNOS
;;5,500207;45,352577;263800187;2493;0.167550335124646;1.53089061246323;CENTRE HOSPITALIER DE RIVES
;;5,500207;45,352577;263800187;2494;0.167550335124646;1.53089061246323;CENTRE HOSPITALIER DE RIVES
;;;;339341646;2626;0.167550335124646;1.53089061246323;ALPES FRAIS PRODUCTION
;;5,493868;45,358247;440283752;2831;0.167550335124646;1.53089061246323;CSF
;;5,503819;45,350219;213803372;3204;0.167550335124646;1.53089061246323;COMMUNE DE RIVES
;;5,500207;45,352577;263800187;3235;0.167550335124646;1.53089061246323;CENTRE HOSPITALIER DE RIVES
;;;;263810111;379;0.167134144338585;1.52955335651244;CENTRE COMMUNAL D'ACTION SOCIALE
;;5,498315;45,298179;326521002;574;0.167134144338585;1.52955335651244;SOCIETE D'EXPLOITATION PROVENCIA
;;;;343262622;702;0.167134144338585;1.52955335651244;LIDL
;;;;350126074;777;0.167134144338585;1.52955335651244;BALLON PUB
;;;;399464460;1047;0.167134144338585;1.52955335651244;ASS PASSIFLORE
;;;;439975640;1309;0.167134144338585;1.52955335651244;FONDATION PARTAGE ET VIE
;;5,505025;45,297059;439987405;1312;0.167134144338585;1.52955335651244;EHTP
;;5,505771;45,297676;479719197;1426;0.167134144338585;1.52955335651244;REUNIR DAUPHINE
;;5,505687;45,297401;487469330;1460;0.167134144338585;1.52955335651244;NGE GENIE CIVIL
;;5,505687;45,297401;676820137;1768;0.167134144338585;1.52955335651244;NGE ROUTES
;;5,503276;45,296133;798995445;2006;0.167134144338585;1.52955335651244;SORI
;;;;811027184;2056;0.167134144338585;1.52955335651244;ECO-TERRES
;;5,48531;45,301106;263800310;2508;0.167134144338585;1.52955335651244;CENTRE HOSPITALIER DE TULLINS SITE PERRET
;;5,48531;45,301106;263800310;2509;0.167134144338585;1.52955335651244;CENTRE HOSPITALIER DE TULLINS SITE PERRET
;;5,505771;45,297676;447884453;2855;0.167134144338585;1.52955335651244;SAS EUR'OHM
;;5,493990963;45,30134602;801252719;3066;0.167134144338585;1.52955335651244;OVE
;;5,506317;45,29707;998893002;3129;0.167134144338585;1.52955335651244;ENTREPRISE JEAN PERRAUD ET FILS
;;5,48531;45,301106;263800310;3245;0.167134144338585;1.52955335651244;CENTRE HOSPITALIER DE TULLINS SITE PERRET
;;;;703780247;3446;0.167134144338585;1.52955335651244;SOBECA
;;5,505025;45,297059;447754086;3640;0.167134144338585;1.52955335651244;GUINTOLI
;;5,621957;45,285155;57505638;31;0.166967668024161;1.52901845413212;R. ALLEMAND ET COMPAGNIE
;;5,62923;45,302365;62501754;44;0.166967668024161;1.52901845413212;BLANDINO ET MAZZILLI SARL
;;;;193826633;143;0.166967668024161;1.52901845413212;COLLEGE ANDRE MALRAUX
;;5,611499;45,311149;316807015;510;0.166967668024161;1.52901845413212;SYSCO FRANCE SAS
;;;;343488508;719;0.166967668024161;1.52901845413212;SUEZ RV CENTRE EST
;;5,608954;45,312458;421528555;1189;0.166967668024161;1.52901845413212;NOVELIS PAE
;;5,602489;45,315594;424474609;1217;0.166967668024161;1.52901845413212;MADE IN DESIGN
;;5,621531997;45,30621298;429752264;1238;0.166967668024161;1.52901845413212;ARBRE HAIE FORET
;;5,618287;45,304322;483593976;1451;0.166967668024161;1.52901845413212;MB TRANS
;;5,602489;45,315594;487497620;1462;0.166967668024161;1.52901845413212;ELS GROUP
;;5,596836;45,315002;489547745;1475;0.166967668024161;1.52901845413212;GROUPE DIVERTY
;;5,621158;45,288476;502859796;1556;0.166967668024161;1.52901845413212;TRIOLOGIC
;;5,625162;45,289003;539342402;1707;0.166967668024161;1.52901845413212;G.T.A GRENOBLE
;;5,621612;45,290771;584503189;1749;0.166967668024161;1.52901845413212;PAPETERIE GEREX
;;;;697320539;1774;0.166967668024161;1.52901845413212;SOC INDUSTRIEL CONDITIONNEMENT OPTIMISE
;;;;702027871;1775;0.166967668024161;1.52901845413212;AREA
;;5,643017;45,275193;751918202;1816;0.166967668024161;1.52901845413212;CBR COURSES
;;5,644512;45,275633;823737481;2096;0.166967668024161;1.52901845413212;GIE GRAPE HOSPITALITY FRANCE
;;5,602489;45,315594;908161888;2248;0.166967668024161;1.52901845413212;TRANSPORTS COING ANDRE BY ELS GROUP
;;5,615971;45,305526;64503089;2307;0.166967668024161;1.52901845413212;LELY ENVIRONNEMENT
;;5,634428;45,297681;263800393;2514;0.166967668024161;1.52901845413212;EHPAD LA MAISON
;;;;307322214;2556;0.166967668024161;1.52901845413212;RECTOR LESAGE
;;5,598176;45,314227;493191407;2904;0.166967668024161;1.52901845413212;KUEHNE + NAGEL ROAD
;;5,642225;45,29218;775595903;3004;0.166967668024161;1.52901845413212;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
;;5,618103;45,305451;794853945;3064;0.166967668024161;1.52901845413212;TRANS'MO
;;5,608954;45,312458;834186744;3084;0.166967668024161;1.52901845413212;RIO TINTO ALUMINIUM PECHINEY
;;5,629291;45,295466;879247039;3098;0.166967668024161;1.52901845413212;VOREPSTORE
;;5,610951;45,311436;921091294;3114;0.166967668024161;1.52901845413212;GDES REVANTI BATTAGLINO
;;5,63953;45,289603;402701932;3345;0.166967668024161;1.52901845413212;CHARANDIS
;;5,617723;45,306882;508789518;3406;0.166967668024161;1.52901845413212;KEOLIS PORTE DES ALPES
;;5,647373;45,280672;775688732;3464;0.166967668024161;1.52901845413212;APF FRANCE HANDICAP
;;5,636091;45,292708;213805658;3522;0.166967668024161;1.52901845413212;COMMUNE DE VOREPPE
;;5,608954;45,312458;348366410;3535;0.166967668024161;1.52901845413212;C-TEC CONSTELLIUM TECHNOLOGY CENTER
;;5,615276;45,309214;55501902;3573;0.166967668024161;1.52901845413212;POMA
;;5,61758;45,307938;552124984;3654;0.166967668024161;1.52901845413212;RADIALL
;;;;56502248;16;0.166634715395312;1.52794864937149;SAMSE
;;5,601143;45,316338;72501018;76;0.166634715395312;1.52794864937149;ETABLISSEMENTS CIOLFI
;;5,591447;45,321231;302456199;405;0.166634715395312;1.52794864937149;INTEL CORPORATION SAS
;;5,561635;45,325252;305148744;431;0.166634715395312;1.52794864937149;CENTRE SANITAIRE ET SOCIAL
;;5,545177;45,311215;321775173;547;0.166634715395312;1.52794864937149;PAYRE NORBERT
;;5,59514;45,320566;333954386;631;0.166634715395312;1.52794864937149;ELIVIE
;;5,59237;45,320906;338319551;651;0.166634715395312;1.52794864937149;SOCIETE ETUDES POUR INDUSTRIE BOURGOGNE
;;5,588552;45,320912;379976723;885;0.166634715395312;1.52794864937149;CENTUM T&S (CENTUM TECHNOLOGIES ET SOLUTIONS)
;;5,591669;45,322649;380688275;894;0.166634715395312;1.52794864937149;VALPES
;;5,591108;45,321102;401775358;1063;0.166634715395312;1.52794864937149;ALP'ETUDES INGENIERIE ET PAYSAGE
;;5,590227;45,318754;408363174;1104;0.166634715395312;1.52794864937149;LABORATOIRE CENTRAL INDUSTRIE ELECTRIQUE
;;5,590227;45,318754;433097813;1261;0.166634715395312;1.52794864937149;AS FLUID
;;5,594892;45,31865;444420830;1348;0.166634715395312;1.52794864937149;DPD FRANCE
;;5,598974;45,318069;453010613;1399;0.166634715395312;1.52794864937149;HIE-EQUIPEMENT
;;5,589362;45,319661;484148879;1452;0.166634715395312;1.52794864937149;ASS FORMATION PROF INDUSTRIE ISERE
;;5,589901;45,322168;511991515;1603;0.166634715395312;1.52794864937149;AGRI EMPLOI 38
;;5,589901;45,322168;518256508;1619;0.166634715395312;1.52794864937149;SERVICE DE REMPLACEMENT ISERE
;;5,589766;45,318959;524665965;1652;0.166634715395312;1.52794864937149;PYXALIS
;;5,593252;45,321568;540039534;1712;0.166634715395312;1.52794864937149;SOMAFI GROUP FRANCE
;;5,565299;45,321522;779570431;1930;0.166634715395312;1.52794864937149;MAISON FAMILIALE RURALE EDUC ORIENT DE MOIRANS
;;5,570541;45,325532;779570522;1931;0.166634715395312;1.52794864937149;OGEC ST EXUPERY ST PIERRE
;;5,591447;45,321231;804862043;2035;0.166634715395312;1.52794864937149;POLLEN METROLOGY
;;5,600458;45,315505;824179089;2101;0.166634715395312;1.52794864937149;GLOBAL TRANSPORT LOGISTICS SOLUTIONS
;;5,589766;45,318959;878101658;2177;0.166634715395312;1.52794864937149;SIN&TEC
;;5,560164;45,334033;885192997;2202;0.166634715395312;1.52794864937149;ECT
;;5,582559;45,324823;903658243;2239;0.166634715395312;1.52794864937149;VALICIA
;;;;56800659;2295;0.166634715395312;1.52794864937149;SNEF
;;5,566181;45,320926;193819083;2390;0.166634715395312;1.52794864937149;COLLEGE LE VERGERON
;;5,585706;45,320948;193831195;2431;0.166634715395312;1.52794864937149;LYCEE GEN & TECHNOL PIERRE BEGHIN
;;5,592597;45,320363;306606583;2551;0.166634715395312;1.52794864937149;SA MAATEL
;;5,590687;45,318523;432505972;2803;0.166634715395312;1.52794864937149;ERT TECHNOLOGIES
;;5,589362;45,319661;775595945;3017;0.166634715395312;1.52794864937149;ASSOC DAUPHINOISE FORMATION INDUSTRIE
;;5,589901;45,322168;183810019;3162;0.166634715395312;1.52794864937149;CHAMBRE D AGRICULTURE DE L ISERE
;;;;213802390;3199;0.166634715395312;1.52794864937149;COMMUNE DE MOIRANS
;;5,562312;45,332835;263800138;3231;0.166634715395312;1.52794864937149;EHPAD LES TERRASSES DE LA SURE
;;;;314397696;3259;0.166634715395312;1.52794864937149;HUTCHINSON SNC
;;5,595627;45,320066;356000000;3307;0.166634715395312;1.52794864937149;LA POSTE
;;;;422778555;3358;0.166634715395312;1.52794864937149;TELENCO
;;5,595673;45,316098;612039495;3433;0.166634715395312;1.52794864937149;THALES AVS FRANCE SAS
;;5,594499;45,316411;411195043;3632;0.166634715395312;1.52794864937149;TRIXELL
;;5,595022;45,318672;421106709;3634;0.166634715395312;1.52794864937149;SCHNEIDER ELECTRIC FRANCE
;;;;407836998;1099;0.164237588359045;1.52024647887324;ASPIT EMPLOI
;;4,785672;45,583604;792233520;1977;0.164160877362964;1.52;KUBE & KUBENZ FRANCE TRANSPORT ET LOGISTIQUE
;;5,596953;45,361092;54501465;1;0.163471665421246;1.51778550414549;S A FONDERIE BOT
;;5,583178;45,364704;55500953;8;0.163471665421246;1.51778550414549;REGISTRES LE DAUPHIN
;;5,598501;45,36173;70500483;69;0.163471665421246;1.51778550414549;CHARTREUSE DIFFUSION
;;5,590701957;45,36294498;73500282;78;0.163471665421246;1.51778550414549;SA GOZZI SPORTS
;;5,580227;45,38024;73500282;79;0.163471665421246;1.51778550414549;SA GOZZI SPORTS
;;5,589962;45,364425;200029924;154;0.163471665421246;1.51778550414549;ETS PUBLIC DE COOPERATION CULTURELLE DU GRAND ANGLE
;;5,593518;45,36308;243800984;316;0.163471665421246;1.51778550414549;CA DU PAYS VOIRONNAIS
;;5,591617;45,363538;263800211;330;0.163471665421246;1.51778550414549;CENTRE HOSPITALIER ALPES ISERE
;;5,588297;45,369041;263800211;336;0.163471665421246;1.51778550414549;CENTRE HOSPITALIER ALPES ISERE
;;5,590573;45,362572;263810152;382;0.163471665421246;1.51778550414549;CENTRE COMMUNAL D'ACTION SOCIALE
;;5,575966;45,373706;302701040;408;0.163471665421246;1.51778550414549;AGDUC
;;5,571668;45,351965;304577661;427;0.163471665421246;1.51778550414549;SOCIETE D'IMPORTATION DE DIFFUSION OU DISTRIBUTION D'ARTICLES DE SPORT
;;5,590551;45,361763;306041054;442;0.163471665421246;1.51778550414549;PROCIVIS ALPES DAUPHINE SERVICES
;;5,579703;45,387747;320813652;541;0.163471665421246;1.51778550414549;ARC INDUSTRIES
;;5,587067;45,369494;338253081;649;0.163471665421246;1.51778550414549;SODEXO SANTE MEDICO SOCIAL
;;5,565952;45,349886;339379984;661;0.163471665421246;1.51778550414549;SAUR
;;;;341913549;688;0.163471665421246;1.51778550414549;SURE AUTOMOBILES
;;5,583049;45,366457;344705504;732;0.163471665421246;1.51778550414549;LE RELAIS OZANAM
;;;;349567628;767;0.163471665421246;1.51778550414549;GROUPEMENT ENTREPRISES MECANIQUE
;;;;351539762;791;0.163471665421246;1.51778550414549;SOC OUTIL PRECIS ETUDE REALISATION
;;;;379377427;882;0.163471665421246;1.51778550414549;ALLIBERT SANITAIRE
;;;;381461821;907;0.163471665421246;1.51778550414549;AMBULANCE ASSISTANCE VOIRONNAISE
;;;;382735694;915;0.163471665421246;1.51778550414549;EUROPEENNE D INVESTISSEMENTS
;;5,577327;45,347388;391299427;976;0.163471665421246;1.51778550414549;SEREC
;;5,592938;45,353691;391902624;988;0.163471665421246;1.51778550414549;GARAGE DU PARC
;;5,59491;45,358544;393845854;1008;0.163471665421246;1.51778550414549;ALLAMAN
;;5,598016;45,357689;398914911;1039;0.163471665421246;1.51778550414549;EMPLOIS VERTS ET RESSOURCERIE
;;5,59365;45,356669;399377027;1045;0.163471665421246;1.51778550414549;VOIRIV
;;5,570124;45,350706;404675878;1090;0.163471665421246;1.51778550414549;ATELIER ELECTRIQUE VOIRONNAIS
;;5,598834;45,361574;410409015;1127;0.163471665421246;1.51778550414549;AUCHAN SUPERMARCHE
;;5,567373;45,350311;421531708;1190;0.163471665421246;1.51778550414549;IFOTEC
;;5,594102;45,364954;421858895;1196;0.163471665421246;1.51778550414549;LUJE
;;5,575468;45,379347;423810324;1210;0.163471665421246;1.51778550414549;N4BRANDS
;;;;424473197;1216;0.163471665421246;1.51778550414549;CTR SANTE
;;5,569891;45,352181;431980929;1249;0.163471665421246;1.51778550414549;BRIZARD USINAGE
;;;;437627060;1290;0.163471665421246;1.51778550414549;BATH DISTRIBUTION SANITAIRE FRANCE
;;5,573101;45,352377;438716946;1299;0.163471665421246;1.51778550414549;SINARI OBC
;;5,583765;45,365886;440283752;1318;0.163471665421246;1.51778550414549;CSF
;;5,595273;45,365699;443867064;1344;0.163471665421246;1.51778550414549;AAD FRANCE PRESENCE
;;;;478434210;1415;0.163471665421246;1.51778550414549;ACTIBUS
;;5,590935;45,366501;482535416;1444;0.163471665421246;1.51778550414549;BONNAT CHOCOLATIER
;;5,578959;45,386662;482645058;1445;0.163471665421246;1.51778550414549;VFD
;;;;503561219;1561;0.163471665421246;1.51778550414549;PALLADIOR HOTELS ET RESIDENCES
;;5,578002;45,379373;521018507;1633;0.163471665421246;1.51778550414549;TREMPLIN SPORT FORMATION
;;5,590715;45,363193;522961622;1644;0.163471665421246;1.51778550414549;ADMR DU VOIRONNAIS
;;;;529460651;1666;0.163471665421246;1.51778550414549;AMBULANCE DE LA SURE
;;;;538912361;1704;0.163471665421246;1.51778550414549;VOIRON INVEST
;;;;750600496;1807;0.163471665421246;1.51778550414549;BRH
;;;;753308238;1827;0.163471665421246;1.51778550414549;ACTION FRANCE
;;5,590469;45,365823;753880087;1832;0.163471665421246;1.51778550414549;EVADEN AVENIR
;;5,591085;45,369251;775595747;1844;0.163471665421246;1.51778550414549;CTRE REGIONAL ETUD ENSEIG FORMAT & INSER
;;5,590531;45,360849;775761844;1890;0.163471665421246;1.51778550414549;OXANCE
;;5,585971;45,368059;779650324;1944;0.163471665421246;1.51778550414549;ASS AIR DAUPHINE
;;;;821907326;2092;0.163471665421246;1.51778550414549;RDV INVEST
;;5,578106;45,384845;843915620;2148;0.163471665421246;1.51778550414549;TABERNAM
;;5,596954;45,363331;852002765;2167;0.163471665421246;1.51778550414549;LF
;;;;853949071;2175;0.163471665421246;1.51778550414549;ARJOWIGGINS FRANCE
;;5,590765;45,36407;900465840;2231;0.163471665421246;1.51778550414549;FONCIA VALLEE
;;;;55500979;2288;0.163471665421246;1.51778550414549;TISSAGES DENANTES
;;5,59198;45,378185;193818184;2383;0.163471665421246;1.51778550414549;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE VOIRON
;;5,587749;45,372138;193820420;2396;0.163471665421246;1.51778550414549;COLLEGE LA GARENNE
;;5,593518;45,36308;243800984;2481;0.163471665421246;1.51778550414549;CA DU PAYS VOIRONNAIS
;;5,593366;45,362106;263810152;2521;0.163471665421246;1.51778550414549;CENTRE COMMUNAL D'ACTION SOCIALE
;;5,590215;45,364275;326160280;2591;0.163471665421246;1.51778550414549;FRAMEX
;;5,578959;45,386662;401023718;2740;0.163471665421246;1.51778550414549;SOC D EXPLOITATION FRAGAL
;;5,587067;45,369494;438544207;2821;0.163471665421246;1.51778550414549;ASSOCIATION LES EDLWEISS
;;5,587053;45,367853;779650308;3053;0.163471665421246;1.51778550414549;ASSOCIATION ECOLE ST JOSEPH
;;5,590551;45,361763;57506206;3136;0.163471665421246;1.51778550414549;SOCIETE D'HABITATIONS DES ALPES SA HLM
;;5,588466;45,369837;193800919;3173;0.163471665421246;1.51778550414549;LYCEE POLYVALENT EDOUARD HERRIOT
;;5,593518;45,36308;200035079;3190;0.163471665421246;1.51778550414549;CENTRE INTERCOMMUNAL D'ACTION SOCIALE
;;;;326521002;3270;0.163471665421246;1.51778550414549;SOCIETE D'EXPLOITATION PROVENCIA
;;5,598016;45,357689;393444575;3329;0.163471665421246;1.51778550414549;ASSOCIATION INTERMEDIAIRE ADEQUATION
;;5,596275;45,367157;779650316;3481;0.163471665421246;1.51778550414549;ASS ALIX LE CLERC
;;5,587796;45,363137;801916586;3487;0.163471665421246;1.51778550414549;NOUVELLE CLINIQUE DE CHARTREUSE
;;5,591484;45,362903;213805633;3601;0.163471665421246;1.51778550414549;COMMUNE DE VOIRON
;;5,593518;45,36308;243800984;3602;0.163471665421246;1.51778550414549;CA DU PAYS VOIRONNAIS
;;5,593263;45,355293;775595903;3665;0.163471665421246;1.51778550414549;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
;;;;443450812;1340;0.161014401843939;1.50989010989011;AUB SAINT EGREVE
;;4,805752;45,342071;428102016;1223;0.158885192203877;1.5030487804878;SALAISEREST
;;5,790802;45,208576;492218375;2901;0.156597339600417;1.49569771791994;KOELIS
;;5,758539;45,156634;63502504;50;0.15473165891396;1.48970312917892;ENTREPRISE CHRISTIAN FAY
;;5,644992;45,021802;213801871;231;0.15473165891396;1.48970312917892;COMMUNE DU GUA
;;5,793057;45,139051;213801889;232;0.15473165891396;1.48970312917892;COMMUNE D HERBEYS
;;5,759878;45,159305;213803091;254;0.15473165891396;1.48970312917892;COMMUNE DE POISAT
;;5,811049;45,119195;213805294;301;0.15473165891396;1.48970312917892;COMMUNE DE VAULNAVEYS LE HAUT
;;;;72503923;77;0.154648420756748;1.48943567798877;SOC EXPLOITATION DES ETS SILLAT
;;;;213800592;183;0.154648420756748;1.48943567798877;COMMUNE DE BRIE ET ANGONNES
;;5,643009;45,071686;213804362;279;0.154648420756748;1.48943567798877;COMMUNE DE SAINT PAUL DE VARCES
;;5,777868;45,128274;331278333;604;0.154648420756748;1.48943567798877;FEV
;;5,777868;45,128274;348706714;757;0.154648420756748;1.48943567798877;EAU VIVE
;;5,70266;45,253898;792503989;1978;0.154648420756748;1.48943567798877;LILA SERVICES
;;5,766332;45,128995;775761844;3027;0.154648420756748;1.48943567798877;OXANCE
;;5,767164;45,214716;173801317;103;0.154565182599536;1.48916822679861;DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE ISERE
;;5,757578;45,208714;193820412;138;0.154565182599536;1.48916822679861;COLLEGE JULES FLANDRIN
;;5,748357;45,137473;213800576;181;0.154565182599536;1.48916822679861;COMMUNE DE BRESSON
;;5,730124;45,107291;213800683;188;0.154565182599536;1.48916822679861;COMMUNE DE CHAMPAGNIER
;;5,701362;45,037892;213803885;271;0.154565182599536;1.48916822679861;COMMUNE DE SAINT GEORGES DE COMMIERS
;;;;384533196;933;0.154565182599536;1.48916822679861;CARRON
;;;;552081317;1723;0.154565182599536;1.48916822679861;ELECTRICITE DE FRANCE
;;5,758082;45,212369;779626209;1940;0.154565182599536;1.48916822679861;OGEC PHILIPPINE DUCHESNE ITECBOISFLEURY
;;;;57502668;2297;0.154565182599536;1.48916822679861;SOCIETE DAUPHINOISE DE CONSTRUCTIONS ELECTRO-MECANIQUES
;;;;68500982;2312;0.154565182599536;1.48916822679861;DEUX PONTS
;;;;69501500;2313;0.154565182599536;1.48916822679861;ASS RONDEAU-MONTFLEURY
;;5,762875;45,219663;200005585;2439;0.154565182599536;1.48916822679861;ETS PUBLIC DEPARTEMENTAL LES MAISONS D'ENFANTS LE CHEMIN
;;;;338925084;2625;0.154565182599536;1.48916822679861;HEAD FRANCE
;;5,709512;45,047352;775595846;2999;0.154565182599536;1.48916822679861;MUTUALITE FRANCAISE ISERE SERVICES SOINS ET ACCOMPAGNEMENT MUTUALISTE
;;5,765485;45,221386;779624527;3048;0.154565182599536;1.48916822679861;ASSOCIATION MARC SIMIAN ACCUEIL DES PERSONNES AGEES
;;;;70501580;3148;0.154565182599536;1.48916822679861;SOCIETE ALPINE D'ISOLATION THERMIQUE
;;;;329338883;3276;0.154565182599536;1.48916822679861;COLAS FRANCE
;;5,737179;45,142881;334120730;3281;0.154565182599536;1.48916822679861;JACY
;;5,77028;45,224969;66500810;3580;0.154565182599536;1.48916822679861;L'ENTRETIEN IMMOBILIER SA
;;5,743911;45,087729;64502339;51;0.154481944442323;1.48890077560845;ETABLISSEMENTS CAPELLI ET COMPAGNIE
;;5,629359;45,245306;213802812;251;0.154481944442323;1.48890077560845;COMMUNE DE NOYAREY
;;5,741531;45,098652;253803191;320;0.154481944442323;1.48890077560845;SI DE COOPERATION ET DES COMPETENCES ENFANCE
;;5,6476;45,233495;332639673;618;0.154481944442323;1.48890077560845;ICONE
;;5,628198;45,252422;344448030;727;0.154481944442323;1.48890077560845;FRET VITE
;;5,74459;45,09424;413940685;1147;0.154481944442323;1.48890077560845;ASSO GESTION ANIMATION CSC A MALRAUX
;;5,630535;45,254354;503349144;1560;0.154481944442323;1.48890077560845;TERMAT TRAVAUX PUBLICS
;;5,628939;45,254217;592052302;1750;0.154481944442323;1.48890077560845;KONE
;;5,745958;45,098237;193827821;2429;0.154481944442323;1.48890077560845;COLLEGE CLOS JOUVIN
;;5,630484;45,251636;309858231;2561;0.154481944442323;1.48890077560845;ISEA FRANCE
;;;;439975640;2823;0.154481944442323;1.48890077560845;FONDATION PARTAGE ET VIE
;;;;572091080;2965;0.154481944442323;1.48890077560845;R.S.A. LE RUBIS SA
;;5,633474;45,24288;775595887;3003;0.154481944442323;1.48890077560845;SAUVEGARDE ISERE - ASSOCIATION DE PROTECTION DE L'ENFANCE ET D'ACCOMPAGNEMENT DES ADULTES
;;;;319632790;3610;0.154481944442323;1.48890077560845;ARKEMA FRANCE
;;5,732378;45,093049;379041395;3618;0.154481944442323;1.48890077560845;FRAMATOME
;;5,825974;45,19931;528551260;1661;0.154271954303171;1.48822605965463;FIMUREX BTP SUD
;;5,723456;45,068358;315588012;504;0.154232229970687;1.48809842203798;SARP CENTRE EST
;;;;378131734;853;0.154232229970687;1.48809842203798;SARL JC SONZOGNI
;;;;393845516;1006;0.154232229970687;1.48809842203798;GRENOBLE LOGISTIQUE DISTRIBUTION - G.L.D
;;5,73402;45,082863;213800717;2455;0.154232229970687;1.48809842203798;COMMUNE DE CHAMP SUR DRAC
;;;;440189991;2829;0.154232229970687;1.48809842203798;AVERY DENNISON MATERIALS SALES FRANCE
;;5,723392;45,064356;452830664;2865;0.154232229970687;1.48809842203798;HYDROGEN-REFUELING-SOLUTIONS
;;;;781596754;3671;0.154232229970687;1.48809842203798;AVERY DENNISON MATERIALS FRANCE
;;5,668715;45,054002;263810137;381;0.154148991813474;1.48783097084782;CTRE COM ACTION SOCIALE DE VIF
;;5,684181;45,055648;392027397;990;0.154148991813474;1.48783097084782;AVENIR BOIS
;;5,66659;45,046048;433349958;1263;0.154148991813474;1.48783097084782;PARTENAIRE INDUSTRIELS ET CONSEILS
;;5,684697;45,055137;443780341;1343;0.154148991813474;1.48783097084782;ELEC DOMOTIQUE MAINTENANCE INSTALLATION
;;5,67621;45,053127;779640044;1942;0.154148991813474;1.48783097084782;MAISO FAMIL RURAL TRIEVES BEAUMONT MATHE
;;5,667331;45,048924;818211526;2072;0.154148991813474;1.48783097084782;LE TRANSPORTEUR ALPIN 74
;;5,671688;45,052254;193820396;2395;0.154148991813474;1.48783097084782;COLLEGE LE MASSEGU
;;;;393353941;2723;0.154148991813474;1.48783097084782;ENTREPRISE CONVERSO
