XcoordonneeLambertAbscisseEtablissement;YcoordonneeLambertAbscisseEtablissement;long;lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
;;;;390074276;2712;0.568403735014385;2.81886625332152;ATELIERS MECANIQUES DE BEAULIEU - ETS ROUSSET
876841,0073;6443959,099;5,247394;45,072241;65502361;57;0.568402702328099;2.81886293521375;ETABLISSEMENTS PIERRE HENRY ET FILS
862950,3255;6500992,707;5,09013;45,589036;213801442;204;0.568337317957948;2.81865284974093;COMMUNE DE DIEMOZ
883205,2303;6455395,517;5,33252;45,17351;213804636;286;0.567721488247338;2.81667413715823;COMMUNE DE SAINT VERAND
;;;;56500382;11;0.567619007700514;2.81634485855411;DEPAGNE
;;;;957518574;2272;0.566871471082374;2.81394296061566;C.T.M.I. COMPOSITES TEXTILES MATERIAUX INNOVANTS
863529,1176;6503101,021;5,098269;45,607876;341559201;686;0.562532038728208;2.8;TRANSPORTS JANCE FRERES ET SOEURS
901097,3077;6443632,299;5,55532;45,062659;193824299;2421;0.561971989296662;2.79820051413882;COLLEGE JEAN PREVOST
;;;;775595887;1854;0.559601650213702;2.79058441558442;SAUVEGARDE ISERE - ASSOCIATION DE PROTECTION DE L'ENFANCE ET D'ACCOMPAGNEMENT DES ADULTES
862870,4207;6508380,247;5,091615;45,655555;632049128;2971;0.559288786537735;2.78957915831663;COLAS RAIL
842557,052;6472913,815;4,820348;45,34082;348860743;760;0.558975153358876;2.78857142857143;RCS TRANSPORTS
878296,6689;6526206,595;5,296271;45,812158;312904741;492;0.555281354425347;2.77670294236195;TBC TRANSPORT BAPTISTE CZIMER
840606,8077;6472236,97;4,795257;45,335129;343187621;3532;0.554856024898651;2.77533632286996;EUROFLOAT
;;;;552081317;1725;0.553087894816533;2.76965517241379;ELECTRICITE DE FRANCE
842399,1074;6489333,339;4,823172;45,488664;490772340;2898;0.5507626966837;2.76218411552347;LYON ECHAFAUDAGE
907633,9644;6426955,461;5,631261;44,910654;822206207;2093;0.550627714112857;2.76175040518639;LA RESERVE
865207,6518;6495101,544;5,117045;45,535465;818005407;2071;0.549518497169127;2.75818639798489;AKIRA SECURITE
;;;;439975640;2822;0.547578531389364;2.751953125;FONDATION PARTAGE ET VIE
;;;;213804990;294;0.545562396143186;2.74547511312217;COMMUNE DE SUSVILLE
839362,419;6479860,814;4,78157;45,404014;380694760;895;0.543099676806824;2.73756218905473;RHONADIS
877564,7282;6498636,091;5,276615;45,564185;453457418;1405;0.541475477166781;2.73234349919743;DOMCARE
;;;;430046391;2798;0.540835469461576;2.73028710068742;COMETE-J.PARIS
872518,6746;6501677,87;5,213045;45,592856;351891130;793;0.5404604236876;2.72908204711617;BERLIOZ CREATIONS
;;;;523182046;1646;0.538437776066824;2.72258311043179;CMIV INDUSTRIE
;;;;263800328;353;0.536192863863274;2.71537001897533;CENTRE HOSPITALIER GENERAL LUCIEN HUSSEL
897684,8666;6504210,966;5,536709;45,608841;800528309;2013;0.535232283750067;2.71228359439406;CORBEDIS
870593,2082;6520977,033;5,195239;45,767058;315064188;3260;0.534304431000657;2.7093023255814;GINDRE COMPOSANTS
;;;;422739326;1203;0.533736353283;2.70747704416266;JLB PROCESS
;;;;453782211;2868;0.532493168507104;2.70348258706468;SOMEP INDUSTRIE
;;;;301693479;402;0.525767744150761;2.6818732337505;GAUTHIER SAS
;;;;957520901;2273;0.525397407638396;2.68068331143233;COMPAGNIE NATIONALE DU RHONE
868457,4631;6503632,704;5,161661;45,611465;213805534;307;0.522894806796773;2.67264224473889;COMMUNE DE VILLEFONTAINE
;;;;552081317;1726;0.521983081172469;2.66971279373368;ELECTRICITE DE FRANCE
880055,6;6505667,06;5,311170948;45,62681904;213804552;284;0.521847397579452;2.66927683095348;COMMUNE DE SAINT SAVIN
838420,9363;6483700,873;4,770639;45,438774;213803786;3206;0.521035042752662;2.66666666666667;COMMUNE DE SAINT CLAIR DU RHONE
;;;;572086213;3428;0.51797736936499;2.65684210526316;SOC TRANSPORTS PETROLIERS PAR PIPELINE
869520,61;6504604,43;5,175639992;45,619949;500375795;2915;0.511170728640828;2.63497179693795;JADEO FRANCE
873293,2345;6502899,916;5,223417;45,60366;200030351;155;0.510451740882324;2.63266162888329;COLLEGE STEPHEN HAWKING
845393,0322;6495920,956;4,86348;45,547338;193821154;2408;0.510389216559983;2.63246073298429;COLLEGE CL ET G GRANGE
869582,635;6504647,912;5,176451;45,620325;778130492;3029;0.509271720612429;2.62887012464817;IMERYS ALUMINATES
867005,3336;6504447,306;5,14332;45,619154;788059376;3056;0.506011422789753;2.6183945139169;APAJH
;;;;419341045;1172;0.505074659685144;2.61538461538462;EVONIK AEROSIL FRANCE
873211,0457;6504165,431;5,22282;45,615072;538292897;1700;0.505035795115986;2.61525974025974;AUDIT EXPANSION
849409,5865;6474241,046;4,908226;45,351311;884608522;2199;0.50230896153626;2.60649819494585;MPELEC
861048,319;6471989,723;5,05606;45,328415;528648892;1664;0.50218341647709;2.60609480812641;CHAUSSON MATERIAUX
839161,0777;6470264,949;4,776238;45,317671;810023358;2052;0.502150182308701;2.6059880239521;FEDERALY LOGEMENT
856922,9516;6503572,628;5,013696;45,61367;302590856;407;0.501872417222553;2.60509554140127;FAURONALP GARAGE DU MIDI
849883,8484;6493617,81;4,920298;45,525636;356000000;836;0.501117199225872;2.60266896254843;LA POSTE
