seed;N;num_neigh_seeds;num_adopters;PLci;PLci_norm;degree;betweenness;eigen;percolation
1073;3739;2;3;2.0043720190779;0.314910755310536;347;641.236049899236;0.0370779196292299;49132
1074;3739;2;3;1.46746746746747;0.147811310179805;682;3665.70131257515;0.106421083657114;0
1075;3739;2;3739;1.85878577159668;0.269600315866863;673;3692.46445059706;0.105155795798126;0
1076;3739;2;3739;1.48167959347419;0.152234514197593;2095;1925.59109118558;0.482007226828861;0
1077;3739;2;3;1.77259580621837;0.242775631018589;727;4633.34474875753;0.0765833176699868;0
1078;3739;2;3;2.3219696969697;0.413755877020426;233;3467.76277436481;0.0199947565698285;0
1079;3739;2;3739;1.47766782562182;0.150985941839409;2125;3157.78358452847;0.494432239391833;0
1080;3739;2;3;1.26134644478064;0.0836607858129732;2125;3157.78358452847;0.494432239391833;0
1081;3739;2;3;1.7111801242236;0.223661383704298;216;970.970461627486;0.0206184324867964;0
1082;3739;2;3739;1.99063920834448;0.310636727372502;120;844.97630630176;0.0088296592534684;0
1083;3739;2;3;1.29275468922398;0.0934358942624563;2228;4351.26981020152;0.489741162219407;0
1084;3739;2;3739;1.48569136132656;0.153483086555776;2229;4259.96738011353;0.48997231281764;0
1085;3739;2;3739;1.95480074886333;0.29948281430606;1985;1769.37379449702;0.444933048086497;0
1086;3739;2;3739;1.41749130783632;0.132257356466653;3960;1031.23495038366;0.937629014962516;0
1087;3739;2;3739;1.93902112864402;0.294571763030538;2114;2722.70307510418;0.457811544766558;0
1088;3739;2;3;1.94528378930176;0.296520875061364;286;657.263417269976;0.0289788192122426;0
1089;3739;2;3739;1.9023803155924;0.28316813549246;539;126.460652778165;0.0585872612497202;0
1090;3739;2;3739;1.51778550414549;0.163471665421246;2272;1351.37684934392;0.497674243230401;0
1091;3739;2;3739;1.85664616207542;0.268934410609165;1005;640.534239262366;0.175537991147112;0
1092;3739;2;3739;1.41749130783632;0.132257356466653;2756;1681.44779589702;0.65950008885137;0
1093;3739;2;3;2.39605911330049;0.436814538605248;321;666.943227888834;0.0329138697935976;0
1094;3739;2;3739;1.95560310243381;0.299732528777697;372;712.998872619745;0.0417320025906839;0
1095;3739;2;3739;1.41749130783632;0.132257356466653;2814;2250.44111246404;0.665787453436512;0
1096;3739;2;3739;1.9023803155924;0.28316813549246;498;1018.47547543635;0.0518630861086535;0
1097;3739;2;3;1.83221225710015;0.261329908185972;607;1752.34068901752;0.0630925881666;0
1098;3739;2;3;1.23076923076923;0.0741443168621631;667;3391.12359901624;0.0709461872334937;0
1099;3739;2;3;1.52024647887324;0.164237588359045;602;2594.03217445647;0.100019941397078;0
1100;3739;2;3739;1.48167959347419;0.152234514197593;2171;1137.3307985039;0.492666452551283;0
1101;3739;2;3;1.07984790874525;0.0271734556672626;2890;1391.93504504335;0.676446679158933;0
1102;3739;2;3;1.60462287104623;0.190497839407298;628;1490.61270811839;0.102153898250831;0
1103;3739;2;3739;1.94490505482749;0.296403002489207;278;1692.90998555187;0.0276434559733796;147364
1104;3739;2;3739;1.52794864937149;0.166634715395312;1841;2675.93139233839;0.421225568269526;0
1105;3739;2;3739;1.95480074886333;0.29948281430606;339;24.4711881527375;0.0357560431198371;0
1106;3739;2;3;1.90612057063967;0.284332205607289;377;591.362307928599;0.040833984913574;0
1107;3739;2;3739;1.41749130783632;0.132257356466653;3960;1031.23495038366;0.937629014962516;0
1108;3739;2;3739;1.41749130783632;0.132257356466653;3960;1031.23495038366;0.937629014962516;0
1109;3739;2;3739;1.56726397432469;0.178870724505512;3400;130.839950616195;0.810745529841145;0
1110;3739;2;3739;1.56753142551484;0.178953962662724;1681;2515.37579001188;0.391789365695472;0
1111;3739;2;3739;1.94490505482749;0.296403002489207;320;56.6499020759767;0.032265788947323;45298
1112;3739;2;3739;1.47793527681198;0.151069179996621;2499;1492.6787813386;0.560190087015496;0
1113;3739;2;3;1.17914213624895;0.0580765468606333;2499;1492.6787813386;0.560190087015496;0
1114;3739;2;3739;1.48167959347419;0.152234514197593;3950;2083.24843819895;0.911526622139443;0
1115;3739;2;3739;1.53383257555496;0.168465954853981;3755;1833.60709986723;0.85878785540189;0
1116;3739;2;3739;1.46884193634662;0.148239082651405;2278;1003.43860475532;0.519093737428414;0
1117;3739;2;3;1.04759329367226;0.0171349334281871;1941;922.002264242631;0.434271231011163;0
1118;3739;2;3739;1.48167959347419;0.152234514197593;3720;624.948340155527;0.883624510274655;0
1119;3739;2;3739;1.94945172506018;0.297818051161815;2023;2435.85872594702;0.450010989880234;0
1120;3739;2;3739;1.93902112864402;0.294571763030538;2114;2722.70307510418;0.457811544766558;0
1121;3739;2;3739;1.87991441561915;0.276176130286631;1048;1346.340834879;0.143071270337527;0
1122;3739;2;3739;1.48702861727735;0.153899277341838;2407;1168.37962608106;0.542209503022841;0
1123;3739;2;3739;1.46884193634662;0.148239082651405;2278;1003.43860475532;0.519093737428414;0
1124;3739;2;3739;1.41749130783632;0.132257356466653;2780;6351.28654353675;0.662547114721625;0
1125;3739;2;3739;1.41749130783632;0.132257356466653;2780;6351.28654353675;0.662547114721624;0
1126;3739;2;3739;1.41749130783632;0.132257356466653;2890;1391.93504504335;0.676446679158933;0
1127;3739;2;3739;1.51778550414549;0.163471665421246;2177;4427.28597584716;0.462959797676771;0
1128;3739;2;3739;1.41749130783632;0.132257356466653;2855;6255.96138105869;0.668004363429442;0
1129;3739;2;3739;1.48569136132656;0.153483086555776;2084;4751.97383549337;0.472759596611355;0
1130;3739;2;3;1.79685966633955;0.250327210812089;509;2135.1688434179;0.0510519785684728;0
1131;3739;2;3;1.74712643678161;0.234848863610963;266;2857.01386394318;0.023967553112153;0
1132;3739;2;3;1.92739007664381;0.290951860145206;243;1642.0938763181;0.0236892562808991;0
1133;3739;2;3739;1.99010430596416;0.310470251058077;157;90.874541811801;0.0140932786166242;0
1134;3739;2;3739;1.41749130783632;0.132257356466653;3335;7893.36041980894;0.718487358973655;0
1135;3739;2;3739;1.41749130783632;0.132257356466653;3335;7893.36041980894;0.718487358973655;0
1136;3739;2;3739;1.41749130783632;0.132257356466653;3335;7893.36041980894;0.718487358973655;0
1137;3739;2;3739;1.41749130783632;0.132257356466653;3335;7893.36041980894;0.718487358973655;0
1138;3739;2;3739;1.56726397432469;0.178870724505512;2243;5241.04530502611;0.449169228145545;0
1139;3739;2;3;1.11818181818182;0.0391040213093853;2337;5806.96014403781;0.468208105369666;0
1140;3739;2;3739;1.94945172506018;0.297818051161815;857;4172.36548951466;0.0868097153096507;0
1141;3739;2;3739;1.87991441561915;0.276176130286631;1065;1063.79412966144;0.110211587457062;0
1142;3739;2;3;1.81114903299204;0.254774454240624;1140;5825.87067867399;0.153836496295874;0
1143;3739;2;3739;1.41749130783632;0.132257356466653;3335;7893.36041980894;0.718487358973655;0
1144;3739;2;3739;1.91013640010698;0.285582042051615;952;128.942415952862;0.0984999660730236;0
1145;3739;2;3739;1.48702861727735;0.153899277341838;2554;6208.1096932753;0.521879197800077;0
1146;3739;2;3739;1.56565926718374;0.178371295562239;2264;5601.72772235622;0.453538958540839;0
1147;3739;2;3739;1.48890077560845;0.154481944442323;2536;6079.01472932235;0.518393264297367;0
1148;3739;2;3739;1.87991441561915;0.276176130286631;859;1973.6827760663;0.0892395351786014;0
1149;3739;2;4;1.64664310954064;0.203575691915002;401;2618.59013985866;0.0390509695245047;0
1150;3739;2;4;2.55803571428571;0.487226106299371;332;1583.55253818846;0.0337154900689426;0
1151;3739;2;3739;1.94945172506018;0.297818051161815;521;3114.7002244557;0.0533082853734894;0
1152;3739;2;3739;1.47793527681198;0.151069179996621;2201;1268.15593360282;0.49781910197801;0
1153;3739;2;3739;1.47793527681198;0.151069179996621;4032;1026.07827458694;0.948269821615178;0
1154;3739;2;3739;1.55897298742979;0.176290341631932;3729;626.785514252909;0.87823765793343;0
1155;3739;2;3739;1.96977801551217;0.304144151109946;321;666.943227888834;0.0329138697935976;0
1156;3739;2;3739;1.90772933939556;0.284832898636705;529;729.279956564114;0.0585494416635954;0
1157;3739;2;3739;1.46884193634662;0.148239082651405;4066;1280.48385677905;0.954217316517906;0
1158;3739;2;3739;1.96202193099759;0.301730244550791;2289;3186.171248217;0.506304187580275;0
1159;3739;2;3;2.00212404418012;0.314211123770888;406;2045.81515673619;0.0443182893659325;57510
1160;3739;2;3739;1.9074618882054;0.284749660479492;544;285.217841204149;0.0959986937836757;77106
1161;3739;2;3739;1.46884193634662;0.148239082651405;3998;2714.31887161133;0.91974844334521;0
1162;3739;2;3739;1.41749130783632;0.132257356466653;4190;2834.7680423454;0.965531126827302;0
1163;3739;2;3;2.83903974813066;0.57468228076119;2217;7311.55013239155;0.474076498060854;0
1164;3739;2;3739;1.48515645894624;0.153316610241352;3707;624.632890779553;0.881465720232421;0
1165;3739;2;3739;1.48569136132656;0.153483086555776;3705;585.078584068838;0.881150867299167;0
1166;3739;2;3739;1.99063920834448;0.310636727372502;571;1919.42437815313;0.0890873742477622;0
1167;3739;2;3739;1.46884193634662;0.148239082651405;2611;1593.41545264859;0.585399773047254;0
1168;3739;2;3739;2.06873495587055;0.334942269278478;230;295.118671879679;0.0257323233714195;0
1169;3739;2;3739;1.41749130783632;0.132257356466653;2855;989.173884796722;0.672511628577578;0
1170;3739;2;3739;1.41749130783632;0.132257356466653;2855;989.173884796722;0.672511628577578;0
1171;3739;2;3739;1.47793527681198;0.151069179996621;2179;924.515511643467;0.497811235434912;0
1172;3739;2;3;2.61538461538462;0.505074659685144;678;1139.0179150514;0.101062233194969;0
1173;3739;2;3739;1.41749130783632;0.132257356466653;3188;1712.77592054877;0.738817664196419;0
1174;3739;2;3739;1.46884193634662;0.148239082651405;2170;2614.67505949337;0.505421090876328;0
1175;3739;2;3739;1.85958812516716;0.2698500303385;813;3306.93657263248;0.121853564350602;0
1176;3739;2;3739;1.47793527681198;0.151069179996621;2310;4723.57053874509;0.506358351856571;0
1177;3739;2;3739;1.47793527681198;0.151069179996621;4032;1026.07827458694;0.948269821615178;0
1178;3739;2;3739;1.82829633591869;0.260111165944667;2738;7001.39646599409;0.557582348227195;0
1179;3739;2;3739;1.82963359186948;0.260527356730728;820;2166.980029183;0.0889295849664201;0
1180;3739;2;3739;1.99010430596416;0.310470251058077;292;938.019024384114;0.0305117196459443;25317
1181;3739;2;3739;1.90585718106446;0.284250231536219;2156;1868.13227115432;0.465925845376367;0
1182;3739;2;3739;1.41749130783632;0.132257356466653;3960;1031.23495038366;0.937629014962516;0
1183;3739;2;3739;1.90719443701524;0.28466642232228;2144;1782.94608481487;0.465639038986064;0
1184;3739;2;3739;1.87991441561915;0.276176130286631;2659;2873.82391602254;0.548313224722832;0
1185;3739;2;3739;1.567798876705;0.179037200819937;3696;267.336127017234;0.872835778167584;0
1186;3739;2;3739;1.88232147633057;0.276925273701541;2638;2826.94265327496;0.546934510987211;0
1187;3739;2;3739;1.47766782562182;0.150985941839409;4033;852.955986088885;0.948564770283444;0
1188;3739;2;3;2.06420545746388;0.333532564949832;219;5059.14633442411;0.0187855910877988;0
1189;3739;2;3739;1.52901845413212;0.166967668024161;1941;5109.11871573326;0.429763965863026;0
1190;3739;2;3739;1.51778550414549;0.163471665421246;2033;5331.42887099898;0.44597823206872;0
1191;3739;2;3739;1.83097084782027;0.260943547516789;732;4644.75794480142;0.0773010859317526;0
1192;3739;2;3739;1.48622626370687;0.153649562870201;2040;1664.67002569191;0.470271509043182;0
1193;3739;2;3739;1.85664616207542;0.268934410609165;2336;3343.44639143718;0.520047341829643;0
1194;3739;2;3;1.18970527189705;0.0613640848417222;3734;820.497393853654;0.885882723708606;0
1195;3739;2;3739;1.854239101364;0.268185267194255;2356;3235.48880144503;0.522869592915825;0
1196;3739;2;3739;1.51778550414549;0.163471665421246;2033;959.286572129982;0.450485497216856;0
1197;3739;2;3739;1.46884193634662;0.148239082651405;2278;1003.43860475532;0.519093737428413;0
1198;3739;2;3;1.19449458483755;0.0628546505903516;2047;4411.7057223901;0.465760517934004;0
1199;3739;2;3739;1.48756351965766;0.154065753656262;2068;4459.23416154353;0.470000484567247;0
1200;3739;2;3739;1.95212623696175;0.298650432733938;2005;1826.69869896122;0.447265499067464;0
1201;3739;2;3739;1.48167959347419;0.152234514197593;3720;624.948340155527;0.883624510274655;0
1202;3739;2;3739;1.95399839529286;0.299233099834424;2221;2904.30628339464;0.472993810633728;0
1203;3739;2;3;2.70747704416266;0.533736353283;2348;2602.51003763293;0.48957466902178;0
1204;3739;2;3739;1.48569136132656;0.153483086555776;2009;5376.98428246779;0.467302347903536;0
1205;3739;2;3;1.81818181818182;0.256963250181004;148;3726.72606739864;0.0135410487234258;14406
1206;3739;2;3;1.29752066115702;0.0949191956483949;1681;4077.12036293094;0.392098672088466;0
1207;3739;2;3739;1.41749130783632;0.132257356466653;4190;2834.7680423454;0.965531126827301;0
1208;3739;2;3739;1.96202193099759;0.301730244550791;2221;3636.26268273818;0.471835314407578;0
1209;3739;2;3739;1.56619416956405;0.178537771876663;3650;1677.73353117369;0.842933991918713;0
1210;3739;2;3739;1.51778550414549;0.163471665421246;2177;4427.28597584716;0.462959797676771;0
1211;3739;2;3;2.01157407407407;0.317152232664474;462;2705.17834010023;0.0474912976367679;0
1212;3739;2;3739;1.41749130783632;0.132257356466653;4190;2834.7680423454;0.965531126827301;0
1213;3739;2;3739;1.83123829901043;0.261026785674002;2648;8392.24842944854;0.521340954990044;0
1214;3739;2;3;1.82565130260521;0.25928795891893;597;4682.51686865535;0.0568951382182067;0
1215;3739;2;3739;1.47766782562182;0.150985941839409;2545;6211.73361201773;0.53546401647941;0
1216;3739;2;3739;1.51778550414549;0.163471665421246;2374;6610.82732200459;0.480728629840458;0
1217;3739;2;3739;1.52901845413212;0.166967668024161;2282;6070.62739213423;0.464514363634765;0
1218;3739;2;3739;1.96683605242043;0.303228531380612;649;5040.10542392014;0.0620942259311763;0
1219;3739;2;3739;1.56806632789516;0.179120438977149;2096;4790.2340001323;0.432033645859216;0
1220;3739;2;3739;1.48167959347419;0.152234514197593;2477;6022.31237643192;0.518974534593529;0
1221;3739;2;3739;1.85664616207542;0.268934410609165;649;1530.44765694284;0.104146161721916;0
1222;3739;2;3739;1.48462155656593;0.153150133926927;2055;1782.52396734586;0.472930903006991;0
1223;3739;2;2;1.5030487804878;0.158885192203877;415;3695.9025362379;0.0384561777652629;0
1224;3739;2;3739;1.46884193634662;0.148239082651405;2348;5610.1898125675;0.522793717617548;0
1225;3739;2;3739;1.41749130783632;0.132257356466653;2925;5464.11699800535;0.676211608766712;0
1226;3739;2;3739;1.41749130783632;0.132257356466653;2925;5464.11699800535;0.676211608766712;0
1227;3739;2;3739;1.46884193634662;0.148239082651405;2348;5610.1898125675;0.522793717617548;0
1228;3739;2;3739;1.88232147633057;0.276925273701541;694;216.283632819805;0.075386520983065;0
1229;3739;2;3739;1.85798341802621;0.269350601395226;563;1015.47994935578;0.0963164059109516;0
1230;3739;2;3;1.7902711323764;0.248276678056936;551;979.696182634937;0.0952309255345816;0
1231;3739;2;3;2.03439627373701;0.32425512812122;1139;5809.87067867398;0.153795292191726;0
1232;3739;2;3739;1.9023803155924;0.28316813549246;981;589.733429092837;0.101265439236938;0
1233;3739;2;3739;1.88232147633057;0.276925273701541;653;1328.62595561646;0.0686623458419984;0
1234;3739;2;3739;1.53383257555496;0.168465954853981;1916;954.228269031305;0.425924128469082;0
1235;3739;2;3739;1.96202193099759;0.301730244550791;380;681.012261203176;0.0386912481574837;0
1236;3739;2;3739;1.41749130783632;0.132257356466653;2890;1391.93504504335;0.676446679158933;0
1237;3739;2;3;1.70604395604396;0.222062867077194;649;1530.44765694284;0.104146161721916;0
1238;3739;2;3739;1.52901845413212;0.166967668024161;1900;1779.53262560713;0.427547055870096;0
1239;3739;2;3739;1.41749130783632;0.132257356466653;2814;2250.44111246404;0.665787453436512;0
1240;3739;2;3739;1.56351965766248;0.177705390304541;2143;5485.03452308381;0.441009630529132;0
1241;3739;2;3;1.30505415162455;0.0972638248254898;2431;5946.91604055925;0.508713054287288;0
1242;3739;2;3739;1.95774271195507;0.300398434035395;657;2352.22448827214;0.0637425478807793;0
1243;3739;2;3739;1.95667290719444;0.300065481406546;665;2357.74960243552;0.0647651441371445;0
1244;3739;2;3739;1.90585718106446;0.284250231536219;509;128.713314304896;0.0555592437166097;0
1245;3739;2;3739;1.99063920834448;0.310636727372502;238;494.1316203849;0.0227813386289215;0
1246;3739;2;3739;1.47793527681198;0.151069179996621;2125;1811.12973803239;0.487159876255588;0
1247;3739;2;3739;1.90799679058572;0.284916136793917;453;931.479796244226;0.048522273375279;0
1248;3739;2;3739;1.41749130783632;0.132257356466653;3960;1031.23495038366;0.937629014962516;0
1249;3739;2;3739;1.51778550414549;0.163471665421246;3679;1723.42552799663;0.859662502183518;0
1250;3739;2;3739;1.47793527681198;0.151069179996621;3734;801.555426851155;0.885898836577693;0
1251;3739;2;3739;1.48515645894624;0.153316610241352;3707;374.55387042276;0.881520278838681;0
1252;3739;2;3;1.96653456627037;0.303134700608941;351;4921.95271067426;0.0337967003374124;0
1253;3739;2;3;2.09433962264151;0.3429111449331;257;3631.50854006463;0.0220694039164524;0
1254;3739;2;3739;1.88232147633057;0.276925273701541;1056;1150.69349472326;0.109571001512528;0
1255;3739;2;3739;1.9106713024873;0.285748518366039;950;82.3227462593236;0.0983294781212668;0
1256;3739;2;3;1.86279683377309;0.270848668599302;76;364.902724467946;0.00789931251996256;722175
1257;3739;2;3;1.95152690256907;0.29846390340733;139;450.435693298829;0.0126249896891362;149316
1258;3739;2;3739;1.41749130783632;0.132257356466653;2855;989.173884796722;0.672511628577578;0
1259;3739;2;3739;1.47793527681198;0.151069179996621;2179;924.515511643467;0.497811235434912;0
1260;3739;2;3739;1.48221449585451;0.152400990512017;2135;886.848433470149;0.489011511525702;0
1261;3739;2;3739;1.52794864937149;0.166634715395312;3777;2490.94660939293;0.86184938273693;0
1262;3739;2;3739;1.46884193634662;0.148239082651405;3998;2714.31887161133;0.91974844334521;0
1263;3739;2;3739;1.48783097084782;0.154148991813474;3927;1560.38772023613;0.907840323388906;0
1264;3739;2;3739;1.41749130783632;0.132257356466653;2756;1681.44779589702;0.65950008885137;0
1265;3739;2;3;1.9220481467329;0.289289304815096;579;3357.59233296299;0.0592592239057439;0
1266;3739;2;3;1.85318319618883;0.267856640498219;552;2887.05047921723;0.0570036426465065;0
1267;3739;2;4;2.05141388174807;0.329551475204833;296;1354.42222967007;0.0310727768682623;0
1268;3739;2;3;1.17766726943942;0.0576175277951876;2422;4724.83813466829;0.531568037888329;0
1269;3739;2;3739;1.41749130783632;0.132257356466653;2999;5219.54611145636;0.684985929037493;0
1270;3739;2;3;2.55421686746988;0.486037576267262;262;3266.96545933697;0.0239733727018551;0
1271;3739;2;3739;1.47793527681198;0.151069179996621;2249;5260.95696451781;0.501511215624046;0
1272;3739;2;3739;1.90585718106446;0.284250231536219;2454;2203.32855556112;0.528296830413853;0
1273;3739;2;3739;1.46884193634662;0.148239082651405;4066;1280.48385677905;0.954217316517906;0
1274;3739;2;3;2.58088235294118;0.494336607841925;2659;2873.82391602254;0.548313224722832;0
1275;3739;2;3739;1.95720780957475;0.300231957720971;2264;1940.43701212913;0.505983793446484;0
1276;3739;2;3;1.11751152073733;0.0388954063317118;1986;2930.05413358311;0.463158364419683;0
1277;3739;2;3739;1.48221449585451;0.152400990512017;2017;1238.50035040773;0.475059832150249;0
1278;3739;2;3;1.95106907894737;0.298321416119924;138;643.224668617665;0.0126720935992387;142617
1279;3739;2;3739;1.46884193634662;0.148239082651405;2278;5370.52234058982;0.514586472280277;0
1280;3739;2;3739;1.55897298742979;0.176290341631932;1857;4346.14401406168;0.417725109825452;0
1281;3739;2;3739;1.859320673977;0.269766792181288;550;978.646182634937;0.0950776221694596;0
1282;3739;2;3739;1.83070339663011;0.260860309359577;677;2238.71586040666;0.0711591446014364;0
1283;3739;2;3739;1.47793527681198;0.151069179996621;2138;1907.30869955132;0.491087060293845;0
1284;3739;2;3;1.33571697403086;0.106806937460442;1908;1882.02486632597;0.428174039680545;0
1285;3739;2;3;1.823828125;0.258720535965834;1100;3123.31708139917;0.14936402192446;0
1286;3739;2;3739;1.41749130783632;0.132257356466653;3188;1712.77592054877;0.738817664196419;0
1287;3739;2;3739;1.94650976196844;0.296902431432481;2017;4826.67187361022;0.449560243751238;0
1288;3739;2;3739;1.90719443701524;0.28466642232228;2144;1979.18320442487;0.463609057011913;0
1289;3739;2;3739;1.41749130783632;0.132257356466653;2999;5219.54611145636;0.684985929037494;0
1290;3739;2;3739;1.51778550414549;0.163471665421246;2177;4427.28597584716;0.462959797676771;0
1291;3739;2;3739;1.48649371489703;0.153732801027413;4000;505.852496284098;0.943088476316722;0
1292;3739;2;3739;1.83097084782027;0.260943547516789;2717;6707.65935932424;0.556179201875143;0
1293;3739;2;3;1.84944396920445;0.266692890344801;2453;2395.98942922891;0.527107233720756;0
1294;3739;2;3739;1.56753142551484;0.178953962662724;3697;522.478241627761;0.872938225860648;0
1295;3739;2;3;1.30937098844673;0.0986073430272674;1637;975.246581101584;0.388427694152564;0
1296;3739;2;3739;1.56351965766248;0.177705390304541;1703;1123.6336530688;0.397754958179321;0
1297;3739;2;3739;1.41749130783632;0.132257356466653;2756;1681.44779589702;0.65950008885137;0
1298;3739;2;3739;1.93902112864402;0.294571763030538;353;677.971453100168;0.0354260509816978;0
1299;3739;2;3739;1.51778550414549;0.163471665421246;1918;1471.00974202844;0.437277008398656;0
1300;3739;2;3739;1.41749130783632;0.132257356466653;2890;1391.93504504335;0.676446679158933;0
1301;3739;2;3739;1.41749130783632;0.132257356466653;2890;1391.93504504335;0.676446679158933;0
1302;3739;2;3;2.05153374233129;0.329588779110878;340;3052.83755059983;0.0313588339753601;0
1303;3739;2;3739;1.48167959347419;0.152234514197593;2206;4614.2089279729;0.492431382159061;0
1304;3739;2;3739;1.93902112864402;0.294571763030538;452;409.048211679772;0.0448916920128537;0
1305;3739;2;3739;1.46884193634662;0.148239082651405;2179;1565.54412774097;0.506082197702205;0
1306;3739;2;3739;1.90719443701524;0.28466642232228;2374;2660.89539626435;0.493541150850853;0
1307;3739;2;3739;1.46884193634662;0.148239082651405;3998;2714.31887161133;0.91974844334521;0
1308;3739;2;3739;1.46884193634662;0.148239082651405;2170;2614.67505949337;0.505421090876328;0
1309;3739;2;3739;1.52955335651244;0.167134144338585;1811;2595.44371117898;0.415239745161067;0
1310;3739;2;3739;1.567798876705;0.179037200819937;1902;3441.61515093644;0.414784610247971;0
1311;3739;2;3739;1.56672907194437;0.178704248191088;1915;3350.95406667998;0.418097825282608;0
1312;3739;2;3739;1.52955335651244;0.167134144338585;2399;6563.13602648794;0.47488812210923;0
1313;3739;2;3739;1.46884193634662;0.148239082651405;2758;9071.60668107507;0.565069467824491;0
1314;3739;2;3739;1.41749130783632;0.132257356466653;2814;2250.44111246404;0.665787453436512;0
1315;3739;2;3739;1.56833377908532;0.179203677134361;1713;1353.2755931287;0.395103774045799;0
1316;3739;2;3;1.91495327102804;0.287081184600809;654;1443.436448546;0.0692231408696223;0
1317;3739;2;3;1.24020662935859;0.0770814945467794;2093;4286.5762279273;0.447372515281527;0
1318;3739;2;3739;1.51778550414549;0.163471665421246;2177;4427.28597584716;0.462959797676771;0
1319;3739;2;3739;1.83123829901043;0.261026785674002;911;4957.4047627606;0.095895810745088;0
1320;3739;2;3739;1.88232147633057;0.276925273701541;838;2105.88508348158;0.0878608214429802;0
1321;3739;2;3;1.12456052235058;0.0410892492685369;3530;844.279488980624;0.832269940165369;0
1322;3739;2;3739;1.9023803155924;0.28316813549246;2185;2058.69424041081;0.46776426621638;0
1323;3739;2;3739;2.07328162610324;0.336357317951087;1842;1533.11726990189;0.431074195191526;0
1324;3739;2;3739;1.95239368815191;0.29873367089115;2008;2372.81964355869;0.44848667262969;0
1325;3739;2;3;1.46940418679549;0.148414070436011;3679;1723.42552799663;0.859662502183518;0
1326;3739;2;3739;1.55897298742979;0.176290341631932;3431;446.650769380437;0.815866672895945;0
1327;3739;2;3739;1.41749130783632;0.132257356466653;3960;1031.23495038366;0.937629014962516;0
1328;3739;2;3739;1.56565926718374;0.178371295562239;1819;1062.0539641504;0.411498278726117;0
1329;3739;2;3739;1.41749130783632;0.132257356466653;2890;1391.93504504335;0.676446679158933;0
1330;3739;2;3;1.18487037824054;0.0598593331221747;1998;5262.09493514512;0.465524033630237;0
1331;3739;2;3739;1.41749130783632;0.132257356466653;2780;6351.28654353675;0.662547114721624;0
1332;3739;2;3739;1.56726397432469;0.178870724505512;1689;4150.73955854337;0.393499030075041;0
1333;3739;2;3739;1.93902112864402;0.294571763030538;612;3740.60429469987;0.0611088402598139;0
1334;3739;2;3739;1.41749130783632;0.132257356466653;2999;5219.54611145636;0.684985929037493;0
1335;3739;2;3;1.92827442827443;0.291227094665632;347;1215.8207498911;0.0367690027322794;0
1336;3739;2;3739;1.48221449585451;0.152400990512017;2135;886.848433470149;0.489011511525702;0
1337;3739;2;3739;1.56619416956405;0.178537771876663;1774;700.210733864465;0.405854875087263;0
1338;3739;2;3739;1.47793527681198;0.151069179996621;2179;924.515511643467;0.497811235434912;0
1339;3739;2;3739;1.41749130783632;0.132257356466653;2855;989.173884796722;0.672511628577578;0
1340;3739;2;3;1.50989010989011;0.161014401843939;2646;7355.56985936138;0.539859781792732;0
1341;3739;2;3739;2.06873495587055;0.334942269278478;710;2313.72901999269;0.0717080537674962;0
1342;3739;2;3739;1.41749130783632;0.132257356466653;3335;7893.36041980894;0.718487358973655;0
1343;3739;2;3739;1.48783097084782;0.154148991813474;3995;331.664024729496;0.942309196561602;0
1344;3739;2;3739;1.51778550414549;0.163471665421246;3883;1834.52337490028;0.902916197615709;0
1345;3739;2;3739;1.41749130783632;0.132257356466653;4258;1352.07582588908;0.999999999999999;0
1346;3739;2;3739;1.48515645894624;0.153316610241352;4005;519.771903978102;0.943891263876165;0
1347;3739;2;3739;1.87991441561915;0.276176130286631;2659;2873.82391602254;0.548313224722832;0
1348;3739;2;3739;1.52794864937149;0.166634715395312;3845;1441.24360222064;0.896318255909627;0
1349;3739;2;3739;1.90585718106446;0.284250231536219;2453;2395.98942922891;0.527107233720756;0
1350;3739;2;3739;2.06873495587055;0.334942269278478;2174;1887.31274354964;0.497280313375566;0
1351;3739;2;3739;1.96683605242043;0.303228531380612;2252;3021.87003908247;0.503399083311721;0
1352;3739;2;3;1.30007763975155;0.0957149976267451;3883;1834.52337490028;0.902916197615709;0
1353;3739;2;3739;1.47793527681198;0.151069179996621;4032;1026.07827458694;0.948269821615178;0
1354;3739;2;3739;1.46884193634662;0.148239082651405;4066;1280.48385677905;0.954217316517906;0
1355;3739;2;3739;1.46884193634662;0.148239082651405;4066;1280.48385677905;0.954217316517906;0
1356;3739;2;3739;1.48515645894624;0.153316610241352;4005;519.771903978102;0.943891263876165;0
1357;3739;2;3739;1.96977801551217;0.304144151109946;2230;3069.992866817;0.500526809216389;0
1358;3739;2;3739;1.95239368815191;0.29873367089115;2306;2793.00603225904;0.510857657667176;0
1359;3739;2;3739;1.56886868146563;0.179370153448786;3692;92.687626550659;0.87230774772197;0
1360;3739;2;3739;1.41749130783632;0.132257356466653;4258;1352.07582588908;0.999999999999999;0
1361;3739;2;3739;1.48221449585451;0.152400990512017;4016;782.297973881454;0.945658023831029;0
1362;3739;2;3739;1.48221449585451;0.152400990512017;4016;782.297973881454;0.945658023831028;0
1363;3739;2;3739;1.85771596683605;0.269267363238014;2626;3506.7138883749;0.582476338809396;0
1364;3739;2;3739;1.46884193634662;0.148239082651405;4066;1280.48385677905;0.954217316517906;0
1365;3739;2;3739;1.41749130783632;0.132257356466653;4258;1352.07582588908;1;0
